word	rn	semcat	subcat	semkey
BABBLE	30	Vutt	5f/10.2	8.5.10.2
BABE	2	Nhum	3a/9.1	4.2.11
BABIE	0	Error	x/	x.x
BABIES	16	Nhum	3a/9.1	4.2.11
BABY	261	Nhum	3a/9.1	4.2.11
BABY-HAIR	0	Nbp	1a/2.3	1.2.3
BACANT	6	Error	x/	x.x
BACHELOR	24	Nhum	3a/7.2	4.2.8
BACHELOR?	4	Error	/	x.x
BACK	2504	Nbp	1a/4.8	1.4.8
BACK CLOTH	2	Npers	3c/2.2	5.11.8.2.2
BACK OF HAND	1	Nbp	1a/5.1	1.5.1.1.2
BACK OF HEAD	1	Nbp	1a/2.1	1.2.1
BACK?	8	Nbp	1a/4.8	1.4.8
BACKBONE	60	Nbp	1a/4.8.2	1.4.8.2
BACKED	2	Nbp	1a/4.8	1.4.8
BACKSIDE	4	Nbp	1a/4.8	1.4.8
BACKWARD	16	Spat	6j/8	9.2.8
BACKWARDS	0	Spat	6j/8	9.2.8
BACON	2	Nanim	2a.1/3	2.1.12
BAD	368	Vadj	5c/8.2	9.6.2.1
BAD-TASTING	0	Vadj	5c/4.4	7.1.4.4
BAD-TEMPERED	0	Vadj	5c/3.1	9.6.2.2
BADGE	1	x	x/	x.x
BADGER	8	Nanim	2a.1/15	2.2.7
BADLY	2	Vadj	5c/8.2	9.6.2.1
BAFFLE	2	Vpsi	5d/	8.3
BAG	216	Nbp	1a/9.2.2	
BAGGAGE	12	Ncont	9a/	5.11.1
BAGS	4	Ncont	9a/	5.11.1
BAIL	2	N$	9d/	5.9
BAIT	12	Nhusb	9e/	5.14
BAKE	38	Vfood	9b/	5.5
BALANCE	2	Meas	6g/	9.8
BALANCES	2	Meas	6g/	9.8
BALCONY	2	Ndwel	9c/3.2	5.11.9.3.2
BALD	108	Vbp	1b/2.3.3	1.2.3.4
BALD-HEADED	0	Vbp	1b/2.3.3	1.2.3.4
BALDHEAD	2	Nbp	1a/2.3.3	1.2.3.4
BALDHEADED	2	Vbp	1b/2.3.3	1.2.3.4
BALDING	2	Vbp	1b/2.3.3	1.2.3.4
BALE	2	Nveg	2b.1/3.3	3.1.6
BALES	2	Nveg	2b.1/3.3	3.1.6
BALL	193	Nshiz	6e/	9.7.1
BALL OF FOOT	1	Nbp	1a/5.2.5	1.5.2.4
BALLOON	6	Nleis	9d/	5.8
BALLS	4	Nshiz	6e/	9.7.1
BALSAM	2	Nveg	2b.1/3.3	3.1.6
BAMBOO	1034	Nveg	2b.1/1.1	3.1.1
BAMBOOS	4	Nveg	2b.1/1.1	3.1.1
BANANA	181	Nveg	2b.1/3.2	3.1.5
BANANAS	2	Nveg	2b.1/3.2	3.1.5
BAND	26	Nfast	9c/	5.11.9
BANDAGE	4	Nmed	9a/2	5.4
BANDANA	2	Npers	3c/2.2	5.11.8.2.2
BANDATE	2	Error	x/	x.x
BANDIT	2	Nhum	3a/11.1	4.2.12.1
BANDY-LEGGED	4	Vbp	1b/5.3	1.5.3.3
BANG	0	Sound	6a/	9.3
BANGLE	10	Npers	3c/3	5.11.8.3
BANGLES	4	Npers	3c/3	5.11.8.3
BANGRU	2	Nhum	3a/1	4.6
BANGS	2	Sound	6a/	9.3
BANK	248	Nloc	6k/2	9.10.2
BANNER	10	Nart	9f/	5.11
BANQUET	2	Ncult	9d/	5.8
BANTER	2	Vutt	5f/8	8.5.8
BANYAN	22	Nveg	2b.1/1.1	3.1.1
BAR	18	Ncstr	9c/	5.11.9
BARBARIAN	8	Nhum	3a/11.2	4.2.12.2
BARBER	4	Nhum	3a/3.1	4.2.1
BARBERSHOP	6	Nloc	6k/5	9.10.6
BARBET	4	Nanim	2a.1/11.2	2.2.4.1
BARE	40	Vadj	5c/8.3	7.1.8.3
BARE GROUND	2	Nnat	2c.1/12	3.2.11
BARE-GROUND	0	Nnat	2c.1/12	3.2.11
BAREFOOT	5	Nbp	1a/5.2.5	1.5.2.5
BAREFOOTED	8	Nbp	1a/5.2.5	1.5.2.5
BAREHEADED	2	Nbp	1a/2.1	1.2.1
BARELY	4	Vadj	5c/8.2	7.1.2.2
BARGAIN	36	Vutt	5f/10.3	8.5.10.3
BARK	675	Vbp	1b/8.9.4	2.1.11.1
BARK RIND	4	Nveg	2b.1/1.2	3.1.2
BARKING	90	Vbp	1b/8.9.4	2.1.11.1
BARLEY	290	Nveg	2b.1/3.1	3.1.4
BARN	2	Nloc	6k/4	9.10.4
BARNACLE	2	Nanim	2a.1/13	2.2.5
BARREL	10	Ncont	9a/	5.11.1
BARREN	22	Vbp	1b/9.3.4.1	1.9.6.2
BARRIER	16	Spat	6j/7	9.2.7
BART	0	Error	x/	x.x
BARTER	70	Vexch	4f.4/	6.22
BASE	78	Ncstr	9c/	5.11.9
BASHFUL	2	Vadj	5c/3.1	9.6.2.2
BASIN	8	Ncont	9a/	5.11.1
BASKET	613	Ncont	9a/	5.11.1
BASKETRY	2	Ncont	9a/	5.11.1
BASKETS	14	Ncont	9a/	5.11.1
BASKET[1	4	Ncont	9a/	5.11.1
BASKET[2	2	Ncont	9a/	5.11.1
BASS	2	Nmus	9a/	5.1
BASTARD	12	Nkin	3b/3	4.7.3
BASTE	6	Vfood	9b/	5.5
BAT	8	Nanim	2a.1/11.2	2.2.4.1
BATCH	2	Num	6h/	9.9
BATH	10	Vliq	4b.3/	6.6
BATHE	182	Vliq	4b.3/	6.6
BATHING	2	Vliq	4b.3/	6.6
BATS	2	Nanim	2a.1/11.2	2.2.4.1
BATTEN	2	Nconv	9a/	5.1
BATTLE	10	Vfigh	4b.2/	6.5
BATTLES	4	Vfigh	4b.2/	6.5
BAUHINIA	4	Error	x/	x.x
BAWL	4	Vbp	1b/8.9.1	1.8.8.2
BAY	2	Nnat	2c.1/6	3.2.5
BAZAR	6	Nloc	6k/5	9.10.6
BBASKET	2	Ncont	9a/	x.x
BE	2841	Vabst	5b/1.2.3	8.2.1
BE ABLE	1	Vbp	1b/1.2.3	1.1.2.4
BE ASLEEP	1	Vbp	1b/1.4.1	1.1.4.1
BE AWAKE	1	Vbp	1b/1.4	1.1.4
BE HUNGRY	1	Vbp	1b/1.3	1.1.3
BE LOST	1	Vadj	5c/3.1	8.2
BE SAVED	1	Vadj	5c/8.1	
BE SPENT	1	Vadj	5c/3.1	
BE THIRSTY	1	Vbp	1b/1.3.1	1.1.3.1
BEAD	102	Npers	3c/3	5.11.8.3
BEADS	28	Npers	3c/3	5.11.8.3
BEAK	72	Nbp	1a/3.1.2	1.3.1.2
BEAK MOUTH,FACE	2	Nbp	1a/3.1.2	x.x
BEAM	231	Ncstr	9c/	5.11.9
BEAMS	6	Vabst	5b/1.2.3	5.11.9.3
BEAN	204	Nveg	2b.1/3.1	3.1.4
BEANPOLE	2	Ntool	9a/	5.11.5.1
BEANS	161	Nveg	2b.1/3.1	3.1.4
BEAR	882	Nanim	2a.1/9	2.2.3
BEAR A CHILD	1	Vbp	1b/1.2	1.1.2
BEAR-SKIN	0	Nanim	2a.1/9	2.2.3
BEARD	627	Nbp	1a/2.5.5	1.2.5.5
BEARDED	18	Vbp	1b/2.5	1.2.5.5
BEARER	2	Vhold	4e.2/	6.16
BEARING	4	Vhold	4e.2/	6.16
BEARS	4	Vhold	4e.2/	6.16
BEAST	34	Nanim	2a.1/18	2.3
BEASTS	6	Nanim	2a.1/18	2.3
BEAT	362	Vhit	4c.1/	6.8
BEATEN	20	Vhit	4c.1/	6.8
BEATER	2	Vhit	4c.1/	6.8
BEATING	6	Vhit	4c.1/	6.8
BEAT(tm)	6	Error	/	x.x
BEAUTIFU	0	Error	/	x.x
BEAUTIFUL	283	Vadj	5c/3.2	7.1.3
	2	Vadj	5c/3.2	
BEAUTIFY	2	Vadj	5c/3.2	6.2.2.1
BEAUTY	4	Vadj	5c/3.2	8.1
BEAVER?	2	Error	/	x.x
BECAUSE	90	G	8/1.2.2	10.1.2.2
BECKON	19	Vutt	5f/13	8.5.13
BECOME	526	Vcos	6c/	9.5
BECOMING	4	Vcos	6c/	9.5
BED	379	Ndwel	9c/3	5.11.9.4
BEDBUG	201	Nanim	2a.1/14	2.2.6
BEDDING	16	Ndwel	9c/4	5.11.9.4
BEDROOM	10	Ndwel	9c/2	5.11.9.2
BEDSHEET	2	Ndwel	9c/4	5.11.9.4
BEDSTAED	2	Error	x/	x.x
BEDSTEAD	32	Ndwel	9c/4	5.11.9.4
BEE	386	Nanim	2a.1/14	2.2.6
BEEF	8	Nanim	2a.1/1	2.1.2
BEEHIVE	10	Nanim	2a.1/14	2.2.6
BEEHIVES	4	Nanim	2a.1/14	2.2.6
BEER	236	Nveg	2b.1/3.3.3	3.1.6.3
BEER-MASH	0	Nveg	2b.1/3.3	3.1.6
BEESWAX	16	Nanim	2a.1/14	2.2.6
BEETLE	64	Nanim	2a.1/14	2.2.6
BEFALL	4	Vabst	5b/1.2.3	8.2
BEFORE	603	Ntime	6i/4	9.1.5
BEFORE 2ND SYLL	0	G	8/2.2	10.2.2
BEFOREHAND	2	Ntime	6i/	9.1.1
BEFRIEND	0	Vsoc	4f.1/	6.19
BEG	116	Vutt	5f/10.3	8.5.10.3
BEGET	6	Vbp	1b/1.2	1.1.2
BEGGAR	24	Vutt	5f/10.3	8.5.10.3
BEGIN	261	Vcos	6c/	9.5
BEGINNING	22	Vcos	6c/	9.5
BEGOTTEN	2	Vbp	1b/1.2	1.1.2
BEHAVE	10	Vact	4a/	6.2
BEHAVED	2	Vact	4a/	6.2
BEHAVIOR	2	Vact	4a/	6.2
BEHAVIOUR	6	Vact	4a/	6.2
BEHEAD	12	Nbp	1a/2.1	1.2.1
BEHIND	199	Spat	6j/8	9.2.8
BEHOLD	8	Vbp	1b/2.6.9	1.2.6.11
BEING	82	Vabst	5b/	8.2
BELCH	222	Vbp	1b/8.4.4	1.8.3.4
BELCHING	6	Vbp	1b/8.4.4	1.8.3.4
	0	Error	/	
BELIEVE	213	Vpsi	5d/1.12.1	8.3.1.12.1
BELL	171	Nmus	9a/	5.11.3
	4	Vabst	5b/1.2.3	
BELLOWS	121	Nfire	2c.3/1	5.11.5.5
BELLS	4	Vabst	5b/1.2.3	5.11.3
BELLY	885	Nbp	1a/4.7	1.4.7
BELLY BUTTON	1	Nbp	1a/9.4	1.9.3
BELLY-STOMACH	0	Nbp	1a/4.7	1.4.7
BELLYBAND	6	Vabst	5b/1.2.3	5.11.8.2.1.3
BELONGING	2	Nabst	5a/	8.1
BELONGINGS	2	Nabst	5a/	8.1
BELOVED	4	Vabst	5b/1.2.3	9.6.1.1
BELOW	192	Spat	6j/2	9.2.2
BELOWS	2	Error	/	x.x
BELT	160	Npers	3c/2.1.3	5.11.8.2.1.3
BENCH	32	Ndwel	9c/4	5.11.9.4
BEND	144	Vcos	6c/	9.5
BENDI	0	Error	x/	x.x
BENDING	6	Vcos	6c/	9.5
BENEATH	40	Spat	6j/2	9.2.2
BENEFACTIVE	28	Vadj	5c/3.1	10.0
BENEFICENT	14	Vadj	5c/3.1	
BENEFICIENT	4	Vadj	5c/3.1	9.6.1.2
BENEVOLENT	2	Vadj	5c/3.1	9.6.1.2
BENGAL	2	Nanim	2a.1/7	2.1.3
BENGALI	2	Nhum	3a/1	4.6
BENT	69	Vshiz	6f/	9.7.2
BENT PART	1	Vshiz	6f/	9.7.2
BEQUEATH	2	Vgive	4f.5/	6.23
BEREFT	2	Vabst	5b/1.2.3	7.1.1
BERRY	6	Nveg	2b.1/3.2	3.1.5
BESIDE	52	Spat	6j/3	9.2.3
BESIDES	2	Vabst	5b/1.2.3	10.1.2.1
BEST	5	Vadj	5c/2.2	9.6.1.1
BESTOW	4	Vgive	4f.5/	6.23
BESTRIDE	2	Vmot	4b.4/9	6.7.9
BET	13	Vsoc	4f.1/	6.19
BETEL	136	Nveg	2b.1/3.1	3.1.4
BETEL-NUT	0	Nveg	2b.1/3.1	3.1.4
BETRAY	28	Vabst	5b/1.2.3	6.19
BETROTHED	2	Nkin	3b/4	4.7.4
BETTER	9	Vadj	5c/2.2	9.6.1.1
BETTING	2	Vsoc	4f.1/	6.19
BETWEEN	279	Spat	6j/3	9.2.3
BEVERAGE	10	Nveg	2b.1/3.3.3	3.1.6.3
BEWILDER	4	Vabst	5b/1.2.3	8.3.1.11.3
BEWILDERED	10	Vabst	5b/1.2.3	7.1.1
BEWITCH	6	Vpsi	5d/1.15	8.3.1.15
BEWITCHED	4	Vpsi	5d/1.15	8.3.1.15
BEYOND	48	Spat	6j/8	9.2.8
BE`	2	Vabst	5b/1.2.3	
BE	2	G	8/4.1.1	10.4.1.1
BF	2	Error	x/	x.x
BHANNU	2	Error	x/	x.x
BHIMSEN	4	Error	x/	x.x
BIALATA	12	Error	x/	x.x
BICEP	1	Nbp	1a/5.8.1	1.5.1.2.1
BICEPS	20	Nbp	1a/5.8.1	1.5.1.2.1
BICYCLE	6	Nconv	9a/	5.11.2
BID	2	Vutt	5f/7.1	8.5.7.1
BIER	16	Nrel	9d/2.3	5.8.2.3
BIFURCAT	1	Error	/	x.x
BIFURCATING	4	Vsep	4c.7/4	6.10.4
BIG	621	Vshiz	6f/	9.7.2
BIG TOE	1	Nbp	1a/5.7.1	1.5.6.1
BIGGER	2	Vshiz	6f/	9.7.2
BIGGEST	2	Vshiz	6f/	9.7.2
BIGINNING	0	Error	x/	x.x
BIJUWA	2	x	x/	x.x
BILE	397	Nbp	1a/7.3.1	1.7.3.1
BILIARY	2	Vbp	/	1.7.3.1
BILL	43	Nbp	1a/3.1.2	1.3.1.2
BILLOW	2	Nnat	2c.1/4	3.2.3
BILLY	38	Nanim	2a.1/4	2.1.8
BIND	174	Vjoin	4d.2/1.1	6.13.1
BINDING	6	Vjoin	4d.2/1.1	6.13.1
BIRCH	8	Nveg	2b.1/1.1	3.1.1
BIRD	1002	Nanim	2a.1/11	2.2.4
BIRD'S-NEST	10	Nanim	2a.1/11	2.2.4
BIRDLIME	2	Nhusb	9e/	5.14
BIRDNAME	4	Nanim	2a.1/11	2.2.4
BIRDS	52	Nanim	2a.1/11	2.2.4
BIRD	0	Error	x/	x.x
BIRTH	458	Nbp	1a/1.2	1.1.2
BIRTH-MARK	0	Nbp	1a/6.5.3	1.6.5.3
BIRTHDAY	4	Nbp	1a/1.2	1.1.2
BIRTHMARK	24	Nbp	1a/1.2	1.1.2
BISMUTH	2	Nnat	2c.1/5	3.2.4
BISON	8	Nanim	2a.1/1	2.1.2
BIT	50	Nhusb	9e/	5.14
BITCH	18	Nanim	2a.1/6	2.1.11
BITE	1108	Vbp	1b/3.4.4	1.3.4.4
BITE DOWN ON	1	Vbp	1b/3.4.4	1.3.4.4
BITES	2	Vbp	1b/3.4.4	1.3.4.4
BITING	17	Vbp	1b/3.4.4	1.3.4.4
BITS	2	Nhusb	9e/	5.14
BITTEN	21	Vbp	1b/3.4.4	1.3.4.4
BITTER	505	Vadj	5c/4.4	7.1.4.4
BITTERLY	2	Vadj	5c/4.4	9.6.2.1
BITTERN	2	Nhusb	9e/	2.2.4.1
BITTERNESS	2	Nhusb	9e/	5.14
BLACK	547	Col	6b/	9.4
BLACKBERRY	2	Nveg	2b.1/3.2	3.1.5
BLACKBIRD	34	Nanim	2a.1/11.2	2.2.4.1
BLACKBOARD	2	Ntool	9a/2	5.2
BLACKEN	2	Col	6b/	9.4
BLACKHEAD	3	Nbp	1a/6.5.3	1.6.5.3
BLACKSMITH	70	Nhum	3a/3.1.4	4.2.1.4
BLACKSMITHS	2	Nhum	3a/3.1.4	4.2.1.4
BLADDER	645	Nbp	1a/7.8	1.7.8
BLADE	119	Nbp	1a/4.3.2	1.4.3.2
BLADEBONE	2	Nbp	1a/4.3.2	1.4.3.2
BLAME	14	Vpsi	5d/1.3.2	8.3.1.3.1
BLAMKET	0	Error	x/	x.x
BLAND	10	Vadj	5c/4.4	7.1.4.4
BLANKET	88	Ndwel	9c/4	5.11.9.4
BLAZE	16	Nfire	2c.3/3.3	3.2.12.2
BLAZING	0	Nfire	2c.3/3.3	3.2.12.2
BLEACH	10	Vcos	6c/	9.5
BLEAT	2	Nanim	2a.1/4	2.1.8
BLEED	143	Vbp	1b/6.2	1.6.2
BLEEDING	6	Vbp	1b/6.2	1.6.2
BLEMISH	31	Nbp	1a/6.5	1.6.5.3
BLEND	10	Vjoin	4d.2/3	6.13.4
BLESS	58	Nrel	9d/	5.8
BLESSING	4	Nrel	9d/	5.8
BLIGHT	2	Nveg	2b.1/4.2	3.1.8
BLIND	655	Vbp	1b/2.6.11.1	1.2.6.14.2
BLINDED	26	Vbp	1b/2.6.11.1	1.2.6.14.2
BLINDLY	10	Vbp	1b/2.6.11.1	1.2.6.14.2
BLINDNESS	2	Vbp	1b/2.6.11.1	1.2.6.14.2
BLINK	164	Nbp	1a/2.6.10	1.2.6.12
BLINKING	2	Nbp	1a/2.6.10	1.2.6.12
BLINKS	2	Nbp	1a/2.6.10	1.2.6.12
BLISTER	64	Nbp	1a/6.5.3	1.6.5.3
BLISTERED	2	Vbp	1b/6.5.3	1.6.5.4
BLOATED	30	Vbp	1b/1.5.2	1.1.5.2
BLOCK	63	Vact	4a/	6.2
BLOCKED	4	Vact	4a/	6.2
BLOCKHEAD	2	Nhum	3a/11.3	4.2.12.3
BLOCKS	6	Vact	4a/	6.2
BLODD	0	Error	x/	x.x
BLOOD	1435	Nbp	1a/6.2	1.6.2
BLOOD VESSEL	1	Nbp	1a/6.2.1	1.6.2.1
BLOODSTREAM	2	Nbp	1a/6.2	1.6.2
BLOODY	4	Vbp	1b/6.2	1.6.2
BLOOM	261	Vveg	2b.2/	3.1.10
BLOSSOM	76	Nveg	2b.1/3.1	3.1.4
BLOSSOMS	2	Nveg	2b.1/3.1	3.1.4
BLOT	2	Vact	4a/	6.2
BLOTCHY	2	Vadj	5c/3.2	
BLOUSE	16	Npers	3c/2.1.2	5.11.8.2.1.2
BLOW	1081	Vbp	1b/3.1.4	1.3.1.4
BLOW WITH MOUTH	1	Vbp	1b/3.1.4	1.3.1.4
BLOWING	8	Vbp	1b/3.1.4	1.3.1.4
BLOWN	8	Vbp	1b/3.1.4	1.3.1.4
BLOWPIPE	2	Vbp	1b/3.1.4	1.3.1.4
BLOWS	4	Vbp	1b/3.1.4	1.3.1.4
BLUBBER	7	Nbp	1a/6.4	1.6.4
BLUE	232	Col	6b/	9.4
BLUE DARK	6	Col	6b/	9.4
BLUNT	234	Vadj	5c/5.1	7.1.5.1
BLURRED	2	Vadj	5c/4.1	7.1.4.1
BLURRY	14	Vadj	5c/4.1	7.1.4.1
BLUSH	5	Vbp	1b/2.5	1.2.5
BM	24	Error	x/	x.x
BM?	2	Error	x/	x.x
BOAR	304	Nanim	2a.1/3	2.1.12
BOARD	63	Ncstr	9c/	5.11.9
BOARDS	4	Ncstr	9c/	5.11.9
BOAST	44	Vutt	5f/15	8.5.15
BOASTFUL	10	Vutt	5f/15	8.5.15
BOAT	401	Nconv	9a/	5.11.2
BOATMAN	6	Nhum	3a/3.1	4.2.1
BOBBIN	2	Ntxtl	9a/	5.11.6
BODICE	10	Npers	3c/2.3	5.11.8.2.3
BODIED	2	Vbp	1b/1.1	1.1.1
BODIES	2	Nbp	1a/	1.0
BODILY	5	Vbp	1b/1.1	1.1.1
BODILY DIRT	1	Nbp	1a/8.2.2	1.8.1.2
BODY	1927	Nbp	1a/1.1	1.1.1
BODY DIRT	2	Nbp	1a/8.2.2	1.8.1.2
BODY FILTH	1	Nbp	1a/8.2.2	1.8.1.2
BODY HAIR	3	Nbp	1a/6.1	1.6.1
BODY MEAT	2	Nbp	1a/1.1.1	1.1.1.1
BODY-DIRT	0	Nbp	1a/8.2.2	1.8.1.2
BODY-HAIR	0	Nbp	1a/6.1	1.6.1
BOIL	782	Vliq	4b.3/	6.6
BOILED	80	Vliq	4b.3/	6.6
BOILING	26	Vliq	4b.3/	6.6
BOILS	4	Vliq	4b.3/	6.6
BOIL|ED	2	Error	/	x.x
BOKCHOY	2	Nveg	2b.1/3.2.1	3.1.5.1
BOLD	14	Vadj	5c/3.1	9.6.3
BOLL	2	Error	x/	x.x
BOLT	18	Nfast	9c/	5.11.9
BOMB	6	Nwar	9e/	5.15
BOND	20	Nfast	9c/	5.11.9
BOND-FRIEND	0	Nhum	3a/12.2	4.4.4
BONDSMAN	2	Nhum	3a/10	4.2.10
BONE	1337	Nbp	1a/6.3	1.6.3
BONES	134	Nbp	1a/6.3	1.6.3
BONFIRE	2	Nfire	2c.3/3.3	3.2.12.2
BOOK	244	Nwrit	9a/	5.2
BOOK-LIK	0	Error	x/	x.x
BOOKS	4	Nwrit	9a/	5.2
BOOM	2	Sound	6a/	9.3
BOOM!	4	Sound	6a/	9.3
BOORISH	2	Vadj	5c/3.1	9.6.2.2
BOOT	14	Npers	3c/1	5.11.8.1
BOOTH	4	Nart	9f/	5.11
BOOTS	2	Npers	3c/1	5.11.8.1
BOOTY	2	N$	9d/	5.9
BORDER	22	Spat	6j/7	9.2.7
BORE	26	Vdig	4c.8/	6.11
BORED	4	Vadj	5c/1	7.1.1
BORING	36	Vadj	5c/1	7.1.7.2
BORN	207	Vbp	1b/1.2	1.1.2
BORNE	2	Vact	4a/2.2.1	6.2.2.2.1
BORNSIB	6	Error	x/	x.x
BORR	4	Error	x/	x.x
BORROW	203	Vexch	4f.4/	6.22
BORROWED	2	Vexch	4f.4/	6.22
BOSOM	160	Nbp	1a/4.4.1	1.4.4.2
BOTANICAL	4	Vveg	2b.2/	3.1.10
BOTCH	2	Vharm	4b.1/	6.4
BOTH	74	Num	6h/	9.9
BOTHER	2	Vact	4a/	6.2
BOTTLE	168	Ncont	9a/	5.11.1
BOTTLE FLY	2	Nanim	2a.1/14	2.2.6
BOTTOM	67	Spat	6j/2	9.2.2
BOTTOMED	2	Spat	6j/2	9.2.2
BOUGH	4	Nveg	2b.1/1.2	3.1.2
BOULDER	18	Nnat	2c.1/10	3.2.9
BOUNCE	6	Vmot	4b.4/7	6.7.7
BOUND	4	Vmot	4b.4/9	6.7.9
BOUNDARY	70	Spat	6j/7	9.2.7
BOUQUET	6	Nveg	2b.1/3.1	3.1.4
BOVINE	114	Nanim	2a.1/1	2.1.2
BOVINES	10	Nanim	2a.1/1	2.1.2
BOW	385	Nwar	9e/	5.15
BOW-WOW	0	Nanim	2a.1/6	2.1.11
BOWED	8	Vshiz	6f/	9.7.2
BOWELS	211	Nbp	1a/7.7	1.7.7
BOWL	208	Ncont	9a/	5.11.1
BOWLS	104	Ncont	9a/	5.11.1
BOWSRING	2	Error	x/	x.x
BOWSTRING	16	Nwar	9e/	5.15
BOX	184	Ncont	9a/	5.11.1
BOY	123	Nbp	1a/9.2	1.9.13
BOYFRIEND	6	Nbp	1a/9.2	1.9.13
BOYS	2	Nbp	1a/9.2	1.9.13
BOY`	2	Nbp	1a/9.2	x.x
BRACELET	214	Npers	3c/3	5.11.8.3
BRACELETS	2	Npers	3c/3	5.11.8.3
BRACKISH	8	Vadj	5c/4.4	7.1.4.4
BRAGGING	14	Vutt	5f/15	8.5.15
BRAHMAN	10	Nhum	3a/1	4.6
BRAID	338	Nbp	1a/2.3.2	1.2.3.2
BRAIN	779	Nbp	1a/2.4	1.2.4
BRAINS	156	Nbp	1a/2.4	1.2.4
BRAN	2	Nveg	2b.1/3.1	3.1.4
BRANCH	481	Nbp	1a/5.3.1	1.5.3.1
BRANCH STEM	2	Nbp	1a/5.3.1	1.5.3.1
BRANCHE	0	Nveg	2b.1/1.2	3.1.2
BRANCHES	8	Nbp	1a/5.3.1	1.5.3.1
BRANCHING	2	Nbp	1a/5.3.1	1.5.3.1
BRAND	6	Vburn	2c.2/	3.2.12.1
BRAND<	2	Error	x/	x.x
BRANDI	2	Error	x/	x.x
BRANDISH	10	Vhold	4e.2/	6.16
BRANDISH WAVE	2	Vmot	4b.4/9	6.7.9
BRAS	0	Npers	3c/2.1.2	5.11.8.2.1.2
BRASS	108	Nnat	2c.1/5	3.2.4
BRAVE	100	Vpsi	5d/1.10.4.1	
BRAVELY	2	Vpsi	5d/1.10.4.1	
BRAWN	2	Nbp	1a/6.6.2	1.6.6.2
BRAY	16	Vutt	5f/4.1	8.5.4.1
BRAZEN	2	Nnat	2c.1/5	3.2.4
BRAZIER	6	Ncook	9b/	5.5
BREACH	4	Vabst	5b/	8.2
BREAD	110	Nfood	9b/	5.5
BREAD-M	0	Error	x/	x.x
BREADFRUIT	2	Nveg	2b.1/3.2.1	3.1.5
BREADTH	36	Spat	6j/7	9.2.7
BREADTHWISE	2	Spat	6j/8	9.2.8
BREAK	816	Vcos	6c/	9.5
BREAK UNDO	2	Vcos	6c/	9.5
BREAKABLE	2	Vcos	6c/	9.5
BREAKFAST	114	Nfood	9b/	5.5
BREAST	670	Nbp	1a/4.4.2	1.9.4
BREASTBONE	37	Nbp	1a/6.3.2	1.6.3.2
BREASTFEED	2	Nbp	1a/4.4.2	1.9.4
BREASTMILK	2	Nbp	1a/9.3.1.1	1.9.4.1
BREASTPLATE	2	Nbp	1a/4.4.2	1.4.4.3
BREASTS	148	Nbp	1a/9.3.1	1.9.4
BREATH	361	Nbp	1a/1.2.2	1.1.2.2
BREATHE	319	Vbp	1b/1.2.2	1.1.2.2
BREATHER	2	Nbp	1a/1.2.2	1.1.2.2
BREATHING	8	Vbp	1b/1.2.2	1.1.2.2
BREATHLESS	2	Vbp	1b/1.2.2	1.1.2.2
BRED	2	Vbp	1b/9.1.1	1.9.1.1
BREECHES	2	Npers	3c/2.1.3	5.11.8.2.1.3
BREED	40	Vbp	1b/9.1.1	1.9.1.1
BREEDING	6	Nanim	2a.1/18	2.3
BREEZE	24	Nnat	2c.1/1	3.2.1
BREVITY	2	Ntime	6i/	9.1.1
BREW	28	Vfood	9b/	5.5
BREWD	2	Error	x/	x.x
BREWING	2	Vfood	9b/	5.5
BRICK	114	Ndwel	9c/3	5.11.9.3
BRIDAL	2	Nhum	3a/7.2	4.2.8
BRIDE	73	Nhum	3a/7.2	4.2.8
BRIDEGROOM	16	Nhum	3a/7.2	4.2.8
BRIDEPRICE	4	N$	9d/	5.9
BRIDGE	418	Nloc	6k/2	9.10.2
BRIDLE	10	Nhusb	9e/	5.14
BRIEF	2	Ntime	6i/	9.1.1
BRIEFLY	2	Ntime	6i/	9.1.1
BRIGHT	182	Vadj	5c/11.1	7.1.11.1
BRIGHTLY	4	Vadj	5c/11.1	7.1.11.1
BRIGHTNES	0	Vadj	5c/11.1	x.x
BRIGHTNESS	10	Vadj	5c/11.1	7.1.11.1
BRILLIANT	4	Vadj	5c/11.1	7.1.11.1
BRIM	6	Nart	9f/	5.11
BRIMLES	0	Error	x/	x.x
BRIMLESS	2	Nart	9f/	5.11
BRIMMING	4	Nart	9f/	5.11
BRING	288	Vact	4a/2.2.3	6.2.2.2.2
BRINGING	2	Vact	4a/2.2.3	6.2.2.2.2
BRINJAL	54	Nveg	2b.1/3.2	3.1.5
BRINK	2	Spat	6j/7	9.2.7
BRISTLE	6	Vbp	1b/6.1	1.6.1.4
BRISTLES	12	Nbp	1a/6.1	1.6.1
BRISTLING	8	Vbp	1b/6.1	1.6.1.4
BRITTLE	56	Vadj	5c/4.2	7.1.4.2
BRO	28	Error	x/	x.x
BROAD	144	Vadj	5c/5.1	7.1.5.1
BROADCAST	20	Vutt	5f/14.1	8.5.14.1
BROGUE	8	Vutt	5f/4.3	8.5.4.3
BROIL	10	Vfood	9b/	5.5
BROKEN	106	Vadj	5c/5.1	7.1.5.1
BROKEN DOWN	2	Vadj	5c/5.1	7.1.5.1
BROKEN-HEARTED	0	Nbp	1a/	1.0
BROKER	2	Nhum	3a/3.1	4.2.1
BRONZE	12	Nnat	2c.1/5	3.2.4
BROOD	76	Nanim	2a.1/11	2.2.4
BROOD ON EGG	1	Vbp	1b/9.3.3	1.9.1.2
