tag	grpid	form	gloss	variant	old_tag	source
3559	63	ma-tʃəjʔ	SEED		7654	PCN #107
3559	66	tʰa	SEED		7050	DRM#660
3560	5	li	SEED		6427	JS-HCST: 150
3561	42	yəw²	SEED			
3563	8	tan	AMPUTATE / CUT / CROSS (cf. shortcut)		4175	PKC #175
3566	45	m-da¹	FERN			
3567	42	s-nyakᴴ	WET		3567	TSR150 Cf. brain
3569	66	ra	COME		7065	DRM#676
3570	5	mV-doŋ ~ pV-doŋ	RAIN (n.)		6472	JS-HCST: 191
3573	5	du	DIG		6292	JS-HCST: 153
3573	12	tʰu	DIG		7196	WTF-PNN: 477
3573	8	tuu	HOE (n.)		4201	Meso of #3573? PKC #201
3573	42	n‑du² 	DIG			
3573	42	ʔ‑du²	BURY SOMETHING			
3573	23	ᴮtoː / ᴮtwo	HOE (n.)			
3574	45	C-gray¹	STAR			
3574	42	ʔ-grəy¹	STAR			
3574	8	kraay	SCATTER			
3574	50	lɛᴮ	WIDE		7536	TL#331
3574	35	tsu-gray	STAR			
3577	42	mwatᴸ	START / MOON			
3582	8	lay ⪤ hlay	BRIDGE		4995	PKC #995
3590	63	tsaŋ	SEED, NUT		7749	PCN #202
3591	70	tsuaŋ-I, tsuan-II	MOUNT / EMBARK / SIT ON		4549	"PKC #549 (""PCC"")"
3594	8	taw	SIT / SQUAT		4227	PKC #227
3596	70	thruu-I, thrut-II	SIT		5352	"PKC #1352 (""PCC"")"
3604	42	m-dzam¹	BRIDGE		334	HPTB pp.19, 253, 254, 530
3604	23	ᴬtsam	BRIDGE			
3604	45	dzam¹	BRIDGE			
3607	45	N-dzyam²	WEDGE			
4054	8	ɓaaŋ	TIRED / EXHAUSTED			
4088	8	ɗam	HEALTHY / WELL			
4135	8	paay ⪤ pooy	 CONCEIVE / CARRY (close to the body)			
4143	8	pom	"	EMBRACE / ACCEPT / HUG"			
4143	50	phɔɁᴰ	EMBRACE, HUG		7308	TL#103
4184	8	tuak	CALCULATE / COUNT / TALLY			
4184	50	dwáʔ	COMPUTE / CALCULATE			
4319	8	kuaŋ	TROUGH / BOX / TRAY			
4452	8	khek-I, kheʔ-II	PEEL OFF / STRIP			
4477	50	ɁɔNᴮ	LIVE, STAY		7376	TL#172
4477	8	ʔ(u/o)m	DWELL / EXIST / LIVE / STAY			
4532	8	tsaw, tsoʔ-II	DIG			
4532	66	cow	DIG		6829	DRM#417
4565	8	tsa(a)m	STAY / SPEND (time)			
4758	66	moj	CLOUD		6838	DRM#426
4758	8	may	CLOUD / FOG			
4759	8	man	COST / PRICE		4759	PKC #759
4759	66	man	PRICE		7149	DRM#771
4759	63	a-maːn	PRICE, COST, VALUE		7706	PCN #159
4769	8	mee	GOAT		4769	PKC #769
4769	66	mej	GOAT		6998	DRM#598
4819	5	not²	RUB (skin)		6496	JS-HCST: 211
4819	8	noot ⪤ hnoot	MOP / RUB / WIPE			
4882	8	hmay	WIDOW / WIDOWER			
4903	12	nuaːy	RUB			
4903	8	hnuay	RUB / CRUMPLE / TWIST			
5015	45	luk OR lap	ENTER			
5056	8	laa-I, laak-II	TAKE / FETCH			
5140	8	wot	COLD / CHILLY			
5335	50	dɛɁᴰ/dwɛɁᴰ	TORN		7513	TL#308
5335	70	tret-I, treʔ-II	WORN OUT / TORN			
5335	23	ᴬɖaː	BE TORN			
5335	23	ᴬɖeː	TORN			
5371	8	phrim	NEEDLE		5339	PKC #1339
5371	66	prim	NEEDLE		6860	DRM#449
5373	66	sam	RUN / FLEE		6851	DRM#440
5373	63	a-ʃaːm	RUN / WALK		7667	PCN #120
5374	63	ram	BURY / ENDURE, BEAR		7684	PCN #137
5383	42	dzum³/¹ ⪤ tsum¹	PAIR / EVEN NUMBER			
5384	12	C-ga(ː)y	SOW			
5394	8	haay	MANGO			
5400	42	m-kaŋ	SPIDER			
5400	50	gaŋᴬ	SPIDER			
5400	12	ʔ-paŋ	SPINDLE			
5400	42	g-waŋ¹	SPIDER / SPIN / SPINDLE			
5404	42	krəy¹	MOON / MOONLIGHT			
5405	29	ta-	SEE			
5407	45	m-bupᴸ	WRITE / ROT			
5411	42	m-pökᴴ	SHOOT			
5413	42	Ndža¹ 	SPARROW			
5414	8	tooy	SHORT / BRIEF		4226	PKC #226
5414	66	tew	SMALL / FEW	a	6993	DRM#593
5414	66	tu	SHORT (LENGTH OR HEIGHT)	b	7138	DRM#760
5414	42	dəw¹	SHORT		7174	JAM
5418	8	riŋ-I, rin-II	RING / LOUD / SOUND		4966	Meso of #5418? PKC #966
5419	42	ney³ ⪤ *ʔney¹	LOOK / TRY		1237	
5425	50	Ɂdaᴬ	SPREAD OUT (A MAT)		7478	TL#274
5429	42	ʔ-blu¹	PORCUPINE			
5429	8	sha-phruu	ANTEATER / PANGOLIN		5337	PKC #1337
5432	50	hloŋᴮ	MAGGOT		7385	TL#181
5432	12	gluŋ	INSECT / WORM			
5432	42	k-luk ⪤ k-luŋ	MAGGOT			
5432	8	luŋ	MAGGOT / WORM		5034	PKC #1034
5440	42	tup ⪤ tip ⪤ tum	WRAP UP AND TIE			
5440	8	tom ⪤ tum	WRAP / ENVELOP		4246	PKC #246
5440	8	tuam	BANDAGE / BIND / COVER / WRAP		4178	Meso of 5440? PKC #178
5440	66	dom	WRAP		7111	Meso of 5440? DRM#732
5445	12	wən	LOAD / BURDEN			
5446	8	hlaa	SONG		5122	PKC #1122
5446	66	hla	SONG		7133	DRM#755
5448	8	θuur	RAINY SEASON / MONSOON		4626	PKC #626
5455	70	tsik	CUT (solid object)		4530	"PKC #530 (""PCC"")"
5456	8	tsiŋ-laa	KIN / RELATIVE		4544	PKC #544
5462	66	nam	BASKET STRAP		6845	DRM#433
5472	45	kakᴴ	EXPENSIVE / AT ITS PEAK			
5482	66	cop	LUNG		7104	DRM#725
5484	8	waa	HUSBAND		5154	PKC #1154
5484	50	khwaᴬ	MAN, MALE		7387	TL#183
5493	8	laa	FEMALE (adolescent stage)		5018	PKC #1018
5493	66	la	DAUGHTER		7002	DRM#602
5493	63	la	FEMALE, WOMAN		7581	PCN #034
5493	12	C̥-glaᴮ	FEMALE			
5495	66	rwo	PLURAL		7056	DRM#666
5498	42	la²	yes/no question particle			
5498	42	lay²/³	substance question particle			
5515	42	takᴴ	SHARP		2685	STC p.87
5515	50	thaŋᴬ	SHARP		7456	TL#252
5518	50	Ɂbaŋᴬ	YELLOW		7544	TL#339
5525	42	ʔnyit	SQUEEZE / PRESS			
5530	42	ʔ-nyakᴸ	STICKY			
5539	66	ju	KISS		7015	DRM#616
5540	70	zuu-I, zuuk-II	SUCK / SMOKE (v.)		5239	"PKC #1239 (""PCC"")"
5540	50	cwiKᴰ	SUCK		7488	TL#284
5541	42	ʔcupᴴ ⪤ *ʔjupᴸ ⪤ *C-cupᴸ	SUCK / MILK			
5541	12	CⓋ-cuːp	SUCK			
5541	12	CⓋ-cʰup	KISS			
5541	8	θeep	SUCK / SMOKE (v.)		4632	PKC #632
5541	63	m-tshəp	SUCK / KISS		7703	PCN #156
5544	42	hya¹	SWIDDEN / FIELD (MOUNTAIN)			
5545	66	mej	TAIL		6822	DRM#409
5545	12	C̥-meːy	TAIL			
5545	63	a-hmej	TAIL		7602	PCN #055
5545	50	meᴮ	TAIL		7493	TL#289
5551	8	paa	THIN			
5551	42	ba²	THIN			
5551	50	Ɂbaᴮ	CLASSIFIER FOR FLAT OBJECTS		7258	TL#53
5551	50	pjaᴮ	FLAT		7323	TL#118
5551	50	ɁbVᴬ	THIN (as of cloth)		7501	TL#297
5555	23	ᴮɕu	STRING (beads)			
5556	8	paay-I, payʔ-II	CAST / THROW		4132	Meso of 5556? PKC #132
5558	8	kreek	LIGHTNING / THUNDER		5324	PKC #1324
5558	8	gleːk	THUNDERBOLT			
5560	42	(k-)la	TIGER		2389	STC p.26
5560	12	C-gya	TIGER		6115	from WTF-PNN: 569
5561	42	kyiːn¹ ⪤ kriːn¹	TIME			
5562	42	ʔpok	TIME / OCCASION			
5564	45	tsakᴸ	FILTHY / DIRTY / RAT			
5574	42	zum²	USE		2810	STC p.30
5577	5	rjaŋ	WAIT FOR		6565	JS-HCST: 186
5594	42	sutᴴ ⪤ sitᴴ	WIPE / SWEEP			
5594	8	thut-I, thuʔ-II	WIPE / ANOINT / PAINT		4419	PKC #419
5594	66	ʃut	RUB / BRUSH		6981	DRM#579
5594	5	tit	WIPE		6618	JS-HCST: 88
5598	50	hnwɛᴮ	YAM, POTATO		7542	TL#337
5601	42	ʔ-ñey¹	SIBLING (YOUNGER)			
5602	8	tuu	SHEEP		4225	PKC #225
5604	50	kliɁᴰ	TORTOISE		7514	TL#309
5606	66	la	ASHES		6728	DRM#314
5606	45	C-la¹	ASHES			
5607	66	muk	CATTLE		7137	DRM#759
5609	45	taŋ³	KNIFE			
5610	8	nam ⪤ nom	PUSH / PRESS / PRINT		4828	PKC #828
5611	63	a-tsuŋ	SHIELD		7768	PCN #221
5613	42	laŋ¹	PULL			
5615	50	paɁᴰ	BROKEN / SPLIT / SEPARATE			
5624	50	ceᴮ	LEFT (SIDE)			
5624	5	(lak-)ke	LEFT (HAND)			
5638	42	m-dzəy¹	LIQUOR			
5643	63	m-l[aː/a/ə]n	CHANGE / EXCHANGE		7725	PCN #178
5645	66	su	WASH		7078	DRM#692
5645	8	suu-I, suuk-II	WASH		4683	PKC #683
5646	42	prəy¹	UNTIE			
5647	42	tsəy²	WASH			
5652	8	ŋam	DARE		4849	PKC #849
5664	34	m(y)a	BAMBOO		5663	JAM
5664	45	ma¹	BAMBOO			
5665	8	phur ⪤ phor	CARRY (on back)		4330	PKC #330
5665	12	ʔ-kur	CARRY			
5669	42	rakᴸ	WEAVE / DRIVE / CHASE			
5675	50	jɨmᴮ	BELIEVE		7224	TL#19
5675	8	yuum	BELIEVE		5189	PKC #1189
5676	23	ᴬdroŋ	DIE (honorific)			
5677	42	k-ra²	STRENGTH / WIN / OVERCOME		158	
5677	42	ra³	GET / OBTAIN			
5677	42	ra²	CLF FOR PEOPLE			
5683	8	waar	FAIR (color) / PALE / WHITE		5146	PKC #1146
5683	66	hwor	LIGHT / SHINE		7121	DRM#743
5684	42	ʔ-lu¹	FRY / STIR-FRY / TOAST			
5687	70	zet	VERY / EXCEEDINGLY		5246	"PKC #1246 (""PCC"")"
5689	70	toŋ-I, ton-II	MEET / CONTACT		4207	"PKC #207 (""PCC"")"
5689	8	ɗoŋ-I, ɗon-II	MEET / WELCOME / RECEIVE / COLLECT		4096	PKC #96
5689	45	C-doŋ²	MEET			
5695	42	{C}-pyakᴸ ⪤ Npyakᴴ	SPRINKLE (with water)			
5697	8	ru(u)y	DRUNK / INTOXICATED / NAUSEATED		4932	PKC #932
5699	8	hŋaak-I, hŋaʔ-II	WAIT		4917	PKC #917
5699	66	ŋɐk	WAIT		7156	DRM#778
5700	8	ɓil	FOLD		4028	PKC #28
5700	5	pil	FOLD (v.t.)		6516	JS-HCST: 231
5701	8	leeŋ	CART / VEHICLE		4998	PKC #998
5704	42	pwaŋ³	OPEN			
5709	45	pi²	CLOSE			
5709	50	Ɂbiᴮ	CLOSE (ONE’S EYES)		7265	TL#60
5709	50	p/biɁᴰ	EXTINGUISH (v.t.)		7311	TL#106
5715	23	ᴮʰnat	FULL			
5715	78	m-nywan	FULL			
5719	42	ʔwan	WIDE			
5720	42	ʔ-džan³ ⪤ ʔ-tšan³	STRETCH OUT			
5721	8	sʰan ⪤ sʰen	RED			
5730	8	khal	FREEZE / CLOT / SOLIDIFY		4443	PKC #443
5730	66	kar	STRONG			
5737	66	pʰaar	LUNG			
5740	16	n(y)am	GOOD			
5753	42	m-dzəw²	RULER / LORD / EMPEROR			
5755	12	ley	BE		1903	WTF pp.454-5
5755	66	lej	BE / EXIST / HAVE		6810	DRM#397
5772	45	N-k(r)a³/¹	HELP			
5773	42	ʔtsukᴴ	BUILD (e,g, a house)			
5776	12	C-griŋ	VILLAGE		6124	from WTF-PNN: 574
5779	8	tum	BLOCK (n.)		4180	PKC #180
5780	8	hlaak	LADDER / STAIRS		5112	PKC #1112
5782	35	t-yam	POT			
5782	8	ʔ(u/a)m	GOURD / POT		4488	PKC #488
5782	66	am	POT		6850	DRM#439
6023	66	kol	HORSE		6911	DRM#505
6023	12	koːy	HORSE		6120	WTF-PNN: 505
6023	5	kɯ	HORSE		6119	JS-HCST: 90
6032	8	sha-yaa	IBEX / WILD GOAT		5208	PKC #1208; all supporting forms moved to #6032
6032	50	jajᴬ	SEROW, MOUNTAIN GOAT		7453	TL#249
6049	8	yooŋ	MONKEY		5217	PKC #1217
6049	66	joŋ	MONKEY		6901	DRM#494
6051	5	pjaŋ	WILD DOG		6518	JS-HCST: 137
6053	42	wan¹	JACKAL / WOLF / DHOLE / WILD DOG		6052	
6053	12	C-khyual	WOLF		6101	WTF-PNN p.580
6063	23	ᴬtaː	TIGER (YEAR)		6066	MM-Thesis: 430
6072	8	laa	DONKEY / ASS / MULE		5012	PKC #1012
6073	8	tuŋ-I, tun-II	ERECT / POST / VERTICAL		4192	PKC #192
6073	63	tuŋ	STEM, TRUNK / POST / TREE		7765	PCN #218
6079	8	thu(u)r ⪤ tho(o)r	ACID / SOUR		4369	PKC #369
6079	66	tʰuur	SOUR		6929	DRM#524
6079	63	a-san	SOUR		7714	PCN #167
6080	50	soᴬ	SHEEP		7457	TL#253
6092	8	huuk ⪤ hook	BARK (deer)		4699	PKC #699
6093	8	ram	LAND / COUNTRY / FOREST		4953	PKC #953
6093	66	ram	VILLAGE / LAND		6854	DRM#443
6093	12	C̬-ram	JUNGLE		7166	WTF-PNN:507
6093	63	raːm	JUNGLE, FOREST		7670	PCN #123
6094	42	ru²	CRAZY		6095	cf. HPTB p.180
6094	5	ru	CRAZY / MAD		6096	from JS-HCST: 153
6094	8	ruut ⪤ hruut	FOOLISH / MAD		4940	PKC #940
6099	5	mjo 	TIGER		6061	JS-HCST: 141
6099	23	ᴮmaŋ	TIGER		6067	MM-Thesis: 754
6104	66	deŋ	LIZARD		7039	DRM#642
6107	50	khlo	SNAIL		6108	
6107	50	khloᴮ	SNAIL (LAND~)		7468	TL#264
6109	5	n(y)o	SNAIL			
6112	50	g-laŋ	PYTHON		6113	
6112	42	liŋ² ⪤ likᴸ	PYTHON			
6127	8	hnuu	LATE / BEHIND		4895	PKC #895
6128	63	m-puŋ	WIND (n.)		7764	PCN #217
6129	66	pʰa	SEEK		6750	DRM#337
6129	63	pwa	SEARCH, SEEK		7583	PCN #036
6130	63	a-ma(ŋ)	DARK		7744	PCN #197
6131	42	m-krak	SCRATCH		1465	
6131	42	Nkret	SCRATCH / SCRAPE / RASP			
6131	23	ᴮkʰret	SCRATCH			
6131	63	a-tʃhət	SHAVE / SCRAPE			
6131	68	kiat	SCRAPE		4307	"PKC #307 (""PNC"")"
6132	63	(h)rak	BIND, TIE		7804	PCN #257
6133	8	ɓa(a)y ⪤ pa(a)y	LAME / LIMP / HALTING (speech)		4033	PKC #33
6133	12	baːy	JUMP			
6134	5	jo	GRANDMOTHER		6360	JS-HCST: 121
6134	63	ja	MOTHER		7576	PCN #029
6150	8	khlum	SWEET		5305	PKC #1305
6163	8	plii ⪤ play	RUN / FLEE		5251	PKC #1251
6163	42	b-rəy²	RUN		6164	HPTB
6165	8	kum	AGE / YEAR		4249	PKC #249
6165	66	kum	YEAR		6868	DRM#457
6165	63	a-kam	YEAR / SEASON		7676	PCN #129
6172	8	ŋaʔ	GET / ATTAIN / POSSESS		4856	PKC #856
6173	70	hruay	LEAD / GUIDE		5087	"PKC #1087 (""PCC"")"
6174	63	hram	CATCH, SEIZE, HOLD		7686	PCN #139
6178	42	C-syik	NEW		6179	
6186	42	gyapᴸ	NARROW		6187	
6188	8	hril	CHOOSE / SELECT		5076	PKC #1076
6192	63	(h)raj	DISEASE, ILLNESS, AILMENT		7599	PCN #052
6199	12	C-kʰruːm	WORSHIP (v.)	a	6195	WTF-PNN: 583; French suggests PTB doublet like *s-g-rim ⪤ *s-g-ruːm
6199	12	lim	WORSHIP (v.)	b	6196	WTF-PNN: 582
6199	23	ᴬgom	WORSHIP (v.)		6198	MM-Thesis: 160
6200	5	mɯŋ	THINK		6485	JS-HCST: 114
6200	63	a-maŋ	BELIEVE			
6212	42	gim¹	SET (of the sun)			
6217	63	m-ja	PALM OF HAND		7577	PCN #030
6217	66	ja	PALM (HAND)		6749	DRM#336
6217	50	ɲaᴬ	PALM (OF THE HAND)		7414	TL#210
6218	63	m-yaŋ	SWEET			
6227	42	ʔ-nakᴸ ⪤ m-nak	EARLY MORNING			
6231	42	ʔlay¹	LATE / SLOW		6230	JAM-GSTC: 157
6231	8	klaay	LATE / SLOW		5264	PKC #1264
6256	8	puak-I, puaʔ-II	BLAST / BURST / EXPLODE		4126	PKC #126
6256	66	wok	BURST		7069	DRM#681
6312	66	tsiŋ	SKY / HEAVEN / RAIN		6897	DRM#489
6312	63	tsiŋ	CELESTIAL / SKY / WEATHER		7761	PCN #214
6365	50	thaɁᴰ	IRON		7359	TL#155
6365	50	th(á/a)ʔ	IRON / NEEDLE		6078	RBJ-KLS: 84; STC: 9n33
6402	50	pɨᴮ	CARRY (ON THE BACK)		7245	TL#40
6402	66	pʰuŋ	CARRY (ON SHOULDERS)		7076	DRM#690
6406	5	kruŋ	SOUR			
6424	5	le-pit	NUMB (in the feet)			
6479	5	mɯk	POWDER			
6512	5	PET	FORCE INTO (a crack)			
6621	63	-məj	DESIDERATIVE			
6629	66	ra	TEN		6752	DRM#339
6629	8	hraa	TEN		5100	PKC #1100
6629	63	th-ra	(TIMES) TEN		7580	PCN #033
6695	8	ʔaak	RAVEN / CROW (n.)		4499	PKC #499
6695	5	ak	CROW (bird)		6242	JS-HCST: 145
6697	42	dzəy²	CHISEL			
6704	12	dzuak	SHOULDER		3342	WTF 546 KEEP 6/2012
6705	5	kat¹	ESCAPE / FLEE		6372	JS-HCST: 210; note that ¹ is not a tone
6706	66	tʰak	KICK		7049	DRM#659
6706	42	tekᴴ	KICK			
6707	5	pok	JUMP		3035	JS-HCST: 51
6707	42	ʔpök	JUMP			
6950	66	mot	BANANA			
7091	66	tʰo	FULL / SATIATED			
7094	66	tʰi	NUMB / PARALYZED			
7173	5	təŋ ⪤ dəŋ	SHORT		6630	JS-HCST: 193
7175	42	ʔŋiŋ¹	SHORT		7176	JAM
7181	8	tar	OLD / SENILE		4214	PKC #214
7181	66	saar	OLD		6923	DRM#518
7181	42	san²	OLD (of things)		7180	DL:1174
7181	50	saʔ	OLD (of people)		7182	JAM
7183	42	ʔ-li¹	OLD (of things)		7184	DB-PLolo: 537B
7185	42	ʔ-bi²	OLD (of things)		7179	JAM
7203	40	ká	HOT			
7416	50	(thoᴮ)kiᴮ	PARROT / PARAKEET			
7416	66	ci	PARROT		7131	DRM#753
7416	42	gyəy²	PARROT			
7427	50	s-Ɂbaᴬ	PORCUPINE (BRUSH-TAILED)			
7617	63	phuʔ	POT / PLATE / DISH			
7617	5	pV	POT (generic)			
7617	23	ᴬpuː	JAR / POT			
7734	63	hmit	RUB			
7734	66	mit	RUB		7074	DRM#688
7772	8	yuŋ-I, yun-II	URINATE		5244	PKC #1244
7772	63	ph-juŋ	URINATE / URINE			
8023	23	ᴮgjat 	work			
