lgid	name	abbr	grpid	source	iso	lgcode	sort	srcofdata	picode	pinotes	pi_page	notes
1052	Mera	Mera (Darling)	71	GHL-PPB	mrh	159	MERA	***				prob. Mara (Darling village)
1053	Miji	Miji	3	IMS-Miji	sjl	189	MIJI		Miji1	trans normalized	255	trans. normalized
1054	Kaman [Miju]	Miju	6	AW-TBT	mxj	107	GEMAN	AW-TBT				
1055	Kaman [Miju]	Miju	6	JFN-DMT	mxj	107	GEMAN	JFN-DMT?				
1056	Kaman [Miju]	Miju	6	STC	mxj	107	GEMAN	JFN-DMT				
1057	Kaman [Miju]	Miju	6	RJL-DPTB	mxj	107	GEMAN					
1059	Mikir [Karbi]	Mikir	14	ACST	mjw	190	MIKIR					
1060	Mikir [Karbi]	Mik	14	AW-TBT	mjw	190	MIKIR					
1061	Mikir [Karbi]	Mikir	14	GDW-DML	mjw	190	MIKIR	GDW-DML?				
1062	Mikir [Karbi]	Mikir	14	GEM-CNL	mjw	190	MIKIR					
1063	Mikir [Karbi]	Mikir	14	KHG-MikirQ	mjw	190	MIKIR	KHG-MEG?	Miki1		256	
1064	Mikir [Karbi]	Mk	14	JAM-Ety	mjw	190	MIKIR	GDW-DML				
1065	Mikir [Karbi]	Mk	14	JAM-GSTC	mjw	190	MIKIR					
1066	Mikir [Karbi]	Mikir	14	JAM-VSTB	mjw	190	MIKIR					
1067	Mikir [Karbi]	Mikir	14	RJL-DPTB	mjw	190	MIKIR					
1068	Mikir [Karbi]	Mikir	14	STC	mjw	190	MIKIR					
1069	Mikir [Karbi]	Mikir	14	WSC-SH	mjw	190	MIKIR					
1070	Milang	Milang	74	AT-MPB	adi	191	MILANG	AT-MPB?	Mila1	trans normalized	257	trans. normalized
1071	Mishing [Miri]	Miri	74	ACST	mrg	192	MIRI					
1072	Mishing [Miri]	Miri	74	JAM-GSTC	mrg	192	MIRI	JHL-AM				
1073	Mishing [Miri]	Miri	74	JAM-VSTB	mrg	192	MIRI					
1074	Mishing [Miri]	Miri	74	JHL-AM	mrg	192	MIRI	JHL-AM	Misi3		259	
1075	Mishing [Miri]	Miri	74	RJL-DPTB	mrg	192	MIRI	JHL-AM				
1076	Mishing [Miri]	Miri	74	STC	mrg	192	MIRI	JHL-AM	Misi3		259	
1077	Mishing [Miri]	Miri	74	WSC-SH	mrg	192	MIRI	JHL-AM				
1078	Miri, Hill	Miri	73	IMS-HMLG	mrg	193	MIRI HILL	IMS-HMLG?	MirH1	trans. normalized	258	trans. normalized
1079	Mishing [Miri]	Mising L	74	JS-HCST	mrg	192	MIRI	JHL-AM	Misi3		259	
1080	Mishing [Miri]	Mising	74	TAI1987	mrg	192	MIRI	TAI1987?	Misi2		260	
1081	Mishing [Miri]	Mising T	74	JS-HCST	mrg	192	MIRI					
1082	Mo-Ang	Mo-Ang	48	WU1993		142	MO-ANG	WU1993	Mo-A1		262	
1083	Monpa	Monpa	22	AW-TBT		194	MONPA	AW-TBT?				which dialect?
1085	Tsangla (Motuo)	CLmt	22	JZ-CLMenba	tsj	195	MONPA CA M	JZ-CLMenba	Cang2		68	
1086	Tsangla (Motuo)	MBmt	22	SLZO-MLD	tsj	195	MONPA CA M	SLZO-MLD	Cang3		69	
1087	Tsangla (Motuo)	MBb	22	RJL-DPTB	tsj	195	MONPA CA M	SLZO-MLD				
1088	Tsangla (Motuo)	Monpa.Motuo7	22	ZMYYC	tsj	195	MONPA CA M	ZMYYC	Cang3		69	
1089	Tsangla (Tilang)	CLtl	22	JZ-CLMenba	tsj	195	MONPA CA T	KDG-ICL	Cang4		71	transcription  normalized
1090	Tshona (Mama)	MBcn	22	SLZO-MLD	twm	199	MONPA CU S	SLZO-MLD?	Cuon2		82	=Southern dial.
1091	Tshona (Mama)	MBa	22	RJL-DPTB	twm	199	MONPA CU S	SLZO-MLD				
1092	Tshona (Mama)	Monpa.Cuona6	22	ZMYYC	twm	199	MONPA CU S	ZMYYC?	Cuon2		82	=Southern dial.
1093	Tshona (Wenlang)	CNwl	22	JZ-CNMenba	twm	198	MONPA CU N	JZ-CNMenba?	Cuon1		84	=Northern dial.
1094	Tsangla	Tsangla	22	ACST	tsj	195	MONPA CA					
1095	Tsangla (Central)	Tsh	22	EA-Tsh	tsj	195	MONPA CA	EA-Tsh	Cang1		67	=Central Monpa
1096	Tsangla	MonpaC	22	KDG-ICM	tsj	195	MONPA CA		Cang4		71	=Central Monpa
1097	Tsangla	Tsangla	22	RJL-DPTB	tsj	195	MONPA CA					
1098	Tsangla (Central)	Tsangla	22	SER-HSLT	tsj	195	MONPA CA					
1099	Tsangla (Central)	Tsangla	22	STC	tsj	195	MONPA CA					
1100	Tsangla (Central)	Tsangla	22	WSC-SH	tsj	195	MONPA CA					
1101	Tangsa (Moshang)	Moshang	84	ACST	nst	276	TANGSA (MOSHANG)					
1102	Tangsa (Moshang)	Monshang	84	AW-TBT	nmh	276	TANGSA (MOSHANG)					
1103	Tangsa (Moshang)	Moshang	84	JAM-GSTC		276	TANGSA (MOSHANG)					
1104	Tangsa (Moshang)	Moshang	84	RJL-DPTB		276	TANGSA (MOSHANG)					
1106	Tangsa (Moshang)	Moshang	84	STC		276	TANGSA (MOSHANG)					
1107	Tangsa (Moshang)	Mo	84	WTF-PNN	nst	276	TANGSA (MOSHANG)	GEM-CNL				
1108	Moso	Moso (B-L)	43	ACST	nbf	200	MOSO					
1109	Moso	Mo	43	JAM-TSR	nbf	200	MOSO	LL-MSTC?				
1110	Moso	Moso	43	LL-MSTC	nbf	200	MOSO	LL-MSTC?				
1111	Moso	Moso	43	STC	nbf	200	MOSO					
1112	Moyon	Moyon	72	DK-Moyon	nmo	201	MOYON	DK-Moyon	Moyo1		264	dial. of Meithei--resort?
1113	Moyon	Moyon	72	WTF-PNN	nmo	201	MOYON					
1114	Mpi	Mpi	48	DB-PLolo	mpz	202	MPI	SD-MPD	Mpi1		266	
1115	Mpi	Mpi	48	ILH-PL	mpz	202	MPI	SD-MPD	Mpi1		266	
1116	Mpi	Mpi	48	JAM-GSTC	mpz	202	MPI	SD-MPD				
1117	Mpi	Mpi	48	JAM-MLBM	mpz	202	MPI	SD-MPD	Mpi1		266	
1118	Mpi	Mpi	48	JAM-TSR	mpz	202	MPI	SD-MPD				
1119	Mpi	Mpi	48	RJL-DPTB	mpz	202	MPI	SD-MPD				
1120	Mpi	Mpi	48	SD-MPD	mpz	202	MPI	SD-MPD	Mpi1		266	
1121	Mru	Mru	15	AW-TBT	mro	203	MRU					
1122	Mru	Mru	15	GHL-PPB	mro	203	MRU					
1123	Mru	Mru	15	JAM-Ety	mro	203	MRU	LL-CMST	Mru1		268	
1124	Mru	Mru	15	JAM-GSTC	mro	203	MRU	LL-CMST				
1125	Mru	Mru	15	JAM-VSTB	mro	203	MRU	LL-CMST				
1126	Mru	Mru	15	LL-CMST	mro	203	MRU	LL-CMST	Mru1		268	
1127	Mru	Mru	15	RJL-DPTB	mro	203	MRU					
1128	Mru	Mru	15	STC	mro	203	MRU					
1129	Murmi	Murmi	23	ACST	tdg	271	MURMI *					
1130	Murmi	Murmi	23	WSC-SH	tdg	271	MURMI *					
1131	Anong (Rawang/Mutwang)	Mutwang dial.	38	ACST	raw	220	NUNG					
1132	Anong (Rawang/Mutwang)	Mutwang	38	RJL-DPTB	raw	220	NUNG					
1133	Anong (Rawang/Mutwang)	Mutwang	38	WSC-SH	raw	220	NUNG					
1135	Muya [Minyak]	Muya	34	SHK-MuyaQ	mvm	180	MUYA (=MINYAK)	SHK-MuyaQ	Muya1		269	= ZMYYC
1136	Muya [Minyak]	Muya15	34	ZMYYC	mvm	180	MUYA (=MINYAK)	ZMYYC	Muya1		269	
1137	Mzieme	Mzieme	64	GEM-CNL	nme	336	ZEME NE	GEM-Mzieme	Mzie1		271	
1138	Mzieme	Mzieme	64	JAM-GSTC	nme	336	ZEME NE					
1139	Nachereng	Nachereng	18	ACST	ncd	206	NACHERENG *					
1140	Nachereng	Nachereng	18	STC	ncd	206	NACHERENG *					
1142	Magar	Nagari	28	RJL-DPTB		176	MAGAR	STC				"original is probably a typo for ""Magari"""
1143	Magar	Nagari	28	STC		176	MAGAR					"original is probably a typo for ""Magari"""
1145	Nocte	Namsang	84	STC	njb	216	NOCTE					
1146	Namuyi	Namu	34	SHK-NamuQ	nmy	208	NAMUYI	SHK-NamuQ	Namu1		273	=ZMYYC
1147	Namuyi	Namuyi19	34	ZMYYC	nmy	208	NAMUYI	ZMYYC	Namu1		273	
1148	Nasu	Nasu	46	CK-YiQ	ywq	209	NASU	CK-YiQ	Nasu1		275	
1149	Nasu	Nasu	46	GAO1958	ywq	209	NASU	GAO1958	Nasu2		276	
1150	Nasu	Nasu	46	JAM-GSTC	ywq	209	NASU					
1151	Nasu	Nasu	46	JAM-MLBM	ywq	209	NASU					
1152	Nasu	Na	46	JAM-TSR	ywq	209	NASU	GAO1958	Nasu2		276	
1153	Nasu	Nasu	46	RJL-DPTB	ywq	209	NASU					
1154	Naxi	Naxi	43	DQ-Naxi	nbf	210	NAXI	DQ-Naxi				probably Western dialect
1155	Naxi	Nakhi	43	JAM-TSR	nbf	210	NAXI					
1156	Naxi	Na-khi	43	ROC1963	nbf	210	NAXI	ROC1963	Naxi2		279	
1157	Naxi (Eastern)	NaxiE	43	JZ-Naxi	nbf	210	NAXI	JZ-Naxi	Naxi1		282	
1158	Naxi (Rock)	Naxi [Rock]	43	JAM-TSR	nbf	210	NAXI	ROC1963				
1159	Naxi (Western)	NaxiW	43	JZ-Naxi	nbf	210	NAXI	JZ-Naxi	Naxi3		278	
1160	Nepali	Np	57	AH-CSDPN	nep	211	NEPALI		Nepa1	<Chudamani Bandhu, Maria Hari	284	
1161	Nepali	Np	57	JAM-Ety	nep	211	NEPALI					
1162	Nepali	Nep	57	RLS-PDMN	nep	211	NEPALI	RLS-PDMN	Nepa2		284	
1163	Nesu	Nesu	46	CK-CS		212	NESU					
1164	Nesu	Nesu	46	CK-YiQ		212	NESU	CK-YiQ	Nesu1		286	
1165	Newar	Newari	27	ACST	new	213	NEWAR					
1166	Newar	Nw	27	AH-CSDPN	new	213	NEWAR		Newa3	<Thakurlal Manandhar, Margrit and Austin Hale	292	
1167	Newar	New	27	AW-TBT	new	213	NEWAR					
1168	Newar	new	27	BM-PK7	new	213	NEWAR					
1169	Newar	Nw	27	JAM-Ety	new	213	NEWAR					
1170	Newar	Nw	27	JAM-GSTC	new	213	NEWAR					
1171	Newar	Newari	27	JAM-VSTB	new	213	NEWAR					
1172	Newar	Newari	27	MAL	new	213	NEWAR	MAL	Newa4		288	
1173	Newar	Newari	27	RJL-DPTB	new	213	NEWAR					
1174	Newar	Newari	27	SH-KNw	new	213	NEWAR	SH-KNw	Newa5		294	
1175	Newar	Newari	27	STC	new	213	NEWAR					
1176	Newar (Dolakhali)	Dolak	27	CG-Dolak	new	213	NEWAR	CG-Dolak	Newa1		287	
1177	Newar (Kathmandu)	Newari	27	CG-Kath	new	213	NEWAR	CG-Kath		trans too diff from CG-Diss.  If comparison to CG-Diss done, then add to Mng 3		
1178	Newar (Dolakha)	Newari	27	CG-Diss	new	213	NEWAR	CG-Diss	Newa1		287	
1179	Newar (Kathmandu)	Newari	27	CG-Diss	new	213	NEWAR	CG-Diss	Newa6		291	
1180	Ngawn	Ng	8	JAM-Ety	cnw	214	NGAWN	OT-KnsI				
1181	Ngawn	Ngaun	8	JAM-Ety	cnw	214	NGAWN	OT-KnsI				
1182	Ngawn	Ngawn	8	OT-KnsI	cnw	214	NGAWN	OT-KnsI				
1183	Nishi [Dafla]	Nishi	73	TC-list	njz	215	NISHI	TC-list?	Nish1		295	
1184	Nishi [Dafla]	Nishi C	73	JS-HCST	njz	215	NISHI	TC-list	Nish1		295	
1186	Nishing	Nishing DG	73	JS-HCST	njz	215	NISHING	KDG-Daf	Nish3		297	not used as a 'key' lg in reconstructions
1187	Nocte	Noc	84	AW-TBT	njb	216	NOCTE	AW-TBT				
1188	Nocte	Nocte	84	GEM-CNL	njb	216	NOCTE	BRO1851	Noct1		299	
1189	Nocte	Nocte	84	JAM-GSTC	njb	216	NOCTE	GEM-CNL				
1190	Nocte	Nocte	84	KDG-INL	njb	216	NOCTE	KDG-INL	Noct2		300	
1191	Nocte	Nocte	84	RJL-DPTB	njb	216	NOCTE					
1192	Nocte	No	84	WTF-PNN	njb	216	NOCTE	GEM-CNL	Noct1		299	
1193	Noesu	Noesu	46	CK-YiQ		217	NOESU	CK-YiQ	Noes1		302	
1194	Nosu	Nosu	46	CK-YiQ	iii	218	NOSU	CK-YiQ	Nosu1		303	
1196	Ntenyi	Ntenyi	65	GEM-CNL	nnl	219	NTENYI	JPM-Reng	Nten1		304	
1198	Anong	Nung	38	ACST	duu	220	NUNG	LC-Trung				
1199	Anong	Nung	38	JAM-Ety	duu	220	NUNG	LC-Trung				
1200	Anong	Nung	38	JAM-GSTC	duu	220	NUNG	LC-Trung				
1201	Anong	Nung	38	JAM-MLBM	nun	220	NUNG					
1202	Anong	Nung	38	JAM-VSTB	duu	220	NUNG	LC-Trung				
1203	Anong	N	38	RJL-DPTB	duu	220	NUNG	LC-Trung				< STC
1204	Anong	Nungish	38	RJL-DPTB	duu	220	NUNG	LC-Trung				
1205	Anong	Nung	38	STC	duu	220	NUNG	LC-Trung				
1206	Anong	Nung	38	WSC-SH	duu	220	NUNG	LC-Trung				
1207	Anong (dialect)	N dialect	38	RJL-DPTB	nun	220	NUNG	STC				error?
1208	Anong (dialect)	Nung(dial.)	38	STC	nun	220	NUNG					
1210	Anong (Rawang)	Nung RW	38	ACST	duu	220	NUNG	LC-Trung				
1211	Anong (Rawang)	Nung (Rawang)	38	MOR1963	raw	220	NUNG	MOR1963				
1212	Anong (Rawang)	Rawang	38	WSC-SH	raw	220	NUNG					
1213	Anong (Rawang/Metu)	Nungish (Metu)	38	ACST	duu	220	NUNG					
1214	Nusu (Bijiang)	Bij	46	DQ-Nusu	nuf	221	NUSU	DQ-Nusu				from big black binder
1215	Nusu (Bijiang)	Nusu45	46	ZMYYC	nuf	221	NUSU		Nusu1		309	
1216	Nusu (Central)	NusuB	46	DQ-NusuB	nuf	221	NUSU	DQ-NusuB				from spiral notebook #2; Dai and Fu
1217	Nusu (Central)	NUzl	46	JZ-Nusu	nuf	221	NUSU					
1218	Nusu (Central/Zhizhiluo)	NusuA	46	DQ-NusuA	nuf	221	NUSU	DQ-NusuA				from spiral notebook #2; Dai and Fu
1219	Nusu (Northern)	NUwk	46	JZ-Nusu	nuf	221	NUSU					
1220	Nusu (Southern)	NUgp	46	JZ-Nusu	nuf	221	NUSU	JZ-Nusu?	Nusu1		309	
1221	Sani [Nyi]	Nyi	47	MXL-Sani	ysn	222	NYI	MXL-Sani	Nyi3			
1222	Sani [Nyi]	Nyi	47	JAM-Ety	ysn	222	NYI					
1223	Sani [Nyi]	Nyi	47	CK-YiQ	ysn	222	NYI	CK-YiQ	Nyi1		314	
1224	Sani [Nyi]	Nyiq	47	DQ-Nyiq	ysn	222	NYI	DQ-Nyiq				what is this? see ZJH-CG p.8
1226	Nishi [Dafla]	Nyisu	73	HAM1900	njz	215	NISHI	HAM1900?	Nish2		396	
1227	Nyisu	Nyisu H	73	JS-HCST	njz	215	NYISU	HAM1900	Nish2		296	
1228	Old Meithei	Old Meithei	13	RJL-DPTB	omp	187	MEITHEI O					
1229	Old Meithei	Old Meithei	13	STC	omp	187	MEITHEI O					
1230	*Old Mon	Old Mon	57	RJL-DPTB	omx	178	MON					proto-form in src
1231	Ombule (Rai)	Omb	30	AW-TBT	wme	241	OMBULE	AW-TBT				
1232	Ong-Be	Ong-Be	57	ACST	onb	179	ONG-BE					The ACST discussion implies that this is a Tai language.
1233	Pa-O (Northern)	N. Pa-o (Taunggyi)	50	GHL-PPB	blk	223	PA-O					=Taungthu
1234	Pa-O	T	50	AW-TBT	blk	223	PA-O	RBJ-KLS				from Jones 1961
1235	Pa-O	PaO	50	DBS-PaO	blk	223	PA-O					
1236	Pa-O	Pa-O	50	GHL-PPB	blk	223	PA-O					
1237	Pa-O	KT	50	JAM-Ety	blk	223	PA-O		Kare5		163	
1238	Pa-O	Thu	50	JAM-Ety	blk	223	PA-O	NJA-TR			163	
1239	Pa-O	Pa-O	50	JAM-GSTC	blk	223	PA-O					
1240	Pa-O	Karen (T)	50	JAM-VSTB	blk	223	PA-O					
1241	Pa-O	Pa-O	50	PKB-KLH	blk	223	PA-O					
1242	Pa-O	T	50	RBJ-KLS	blk	223	PA-O	RBJ-KLS	Kare5		163	
1243	Pa-O	Thaungthu	50	WSC-SH	blk	223	PA-O					
1244	Paangkhua	Paang	70	AW-TBT	pkh	224	PAANG	AW-TBT				
1245	Paangkhua	Paang	70	LL-CS	pkh	224	PAANG					??Is this right?
1246	Paangkhua	Paang	70	LL-PRPL	pkh	224	PAANG	LL-PRPL	Paan1		315	
1247	Paangkhua	BP	70	LL-PRPL	pkh	224	PAANG	LL-PRPL	Paan1		315	(Bawm infl.)
1248	Paangkhua	LP	70	LL-PRPL	pkh	224	PAANG	LL-PRPL	Paan1		315	(Lushai infl.)
1249	Padam [Abor]	Padam	74	AT-Padam	adi	25	ABOR	AT-Padam	Pada1		317	
1250	Padam [Abor]	Padam DG	74	JS-HCST	adi	25	ABOR	???				
1251	Padam [Abor]	Padam L	74	JS-HCST	adi	25	ABOR	JHL-AM	Pada2		317	
1252	Padam [Abor]	Padam T	74	JS-HCST	adi	25	ABOR	AT-Padam				
1253	Padam-Mishing [Abor-Miri]	Padam-Mising L	74	JS-HCST	adi	26	ABOR-MIRI	JHL-AM	Misi3	should this go under Pada2 or Misi3?	259	also Miri [mrg]
1254	Paku	Paku	50	GHL-PPB	kpp	363	PAKU					
1255	Palaychi	Palaychi	50	AW-TBT	kpp	225	PALAYCHI					
1256	Palaychi	Pl	50	JAM-Ety	kpp	225	PALAYCHI	RBJ-KLS	Kare6		164	
1257	Palaychi	Karen (Palaychi)	50	JAM-VSTB	kpp	225	PALAYCHI					Palaychi=lg of specific village as described by RBJ
1258	Palaychi	Palaychi	50	PKB-KLH	kpp	225	PALAYCHI					
1259	Palaychi	Pl	50	RBJ-KLS	kpp	225	PALAYCHI	RBJ-KLS	Kare6		164	
1260	Pankhu	Pankhu	8	JAM-GSTC	pkh	226	PANKHU					
1261	Pankhu	Pankhu	8	STC	pkh	226	PANKHU					
1262	Pattani [Manchati]	DS-Patt	20	DS-Patt	lae	227	PATTANI	DS-Patt				
1263	Pattani [Manchati]	Manchati	20	STC	lae	227	PATTANI					
1264	Pwo	Pwo	50	ACST		228	PWO	RBJ-KLS				
1265	Pwo	P	50	AW-TBT		228	PWO	RBJ-KLS				
1266	Pwo	Pwo	50	JAM-GSTC		228	PWO	RBJ-KLS				
1267	Pwo (Bassein)	B Pho	50	PKB-KLH	pwo	229	PWO					
1268	Pwo (Bassein)	BP	50	AW-TBT	pwo	229	PWO (BASSEIN)	RBJ-KLS	Kare7		166	
1269	Pwo (Bassein)	BP	50	JAM-Ety	pwo	229	PWO (BASSEIN)	RBJ-KLS	Kare7		166	
1270	Pwo (Bassein)	BP	50	JAM-GSTC	pwo	229	PWO (BASSEIN)					
1271	Pwo (Bassein)	Karen (BP)	50	JAM-VSTB	pwo	229	PWO (BASSEIN)	RBJ-KLS				
1272	Pwo (Bassein)	BP	50	RBJ-KLS	pwo	229	PWO (BASSEIN)	RBJ-KLS	Kare7		166	
1273	Pwo (Delta)	Pwo (Delta)	50	GHL-PPB	pwo	229	PWO					
1274	Pwo (Moulmein)	MP	50	AW-TBT	kjp	230	PWO (MOULMEIN)	RBJ-KLS	Kare8		167	
1275	Pwo (Moulmein)	MP	50	JAM-Ety	kjp	230	PWO (MOULMEIN)	RBJ-KLS	Kare8		172	
1276	Pwo (Moulmein)	MP	50	JAM-GSTC	kjp	230	PWO (MOULMEIN)					
1277	Pwo (Moulmein)	Karen (MP)	50	JAM-VSTB	kjp	230	PWO (MOULMEIN)	RBJ-KLS				
1278	Pwo (Moulmein)	M Pho	50	PKB-KLH	kjp	230	PWO (MOULMEIN)					
1279	Pwo (Moulmein)	MP	50	RBJ-KLS	kjp	230	PWO (MOULMEIN)	RBJ-KLS	Kare8		167	
1280	Pwo (Tenasserim)	Pwo (Tenasserim)	50	GHL-PPB	kjp	230	PWO					
1281	Phom	Phom	85	GEM-CNL	nph	231	PHOM	GEM-Phom	Phom1		321	
1282	Phom	Phom	85	JAM-GSTC	nph	231	PHOM	GEM-CNL				
1283	Phom	Ph	85	WTF-PNN	nph	231	PHOM	GEM-CNL	Phom1		321	
1284	Côông [Phunoi]	Phunoi	48	DB-PLolo	pho	232	PHUNOI	DB-PLolo	Phun1		322	
1285	Côông [Phunoi]	Phunoi	48	DB-Phunoi	pho	232	PHUNOI					??mystery source
1286	Côông [Phunoi]	Pn	48	JAM-Ety	pho	232	PHUNOI					<Bradley 1973
1287	Côông [Phunoi]	Pn	48	JAM-GSTC	pho	232	PHUNOI					<Bradley 1973
1288	Côông [Phunoi]	Pn	48	JAM-TSR	pho	232	PHUNOI					
1289	Côông [Phunoi]	Phunoi	48	JAM-VSTB	pho	232	PHUNOI					<Bradley 1973
1290	Côông [Phunoi]	PhnQ	48	MF-PhnQ	pho	232	PHUNOI	MF-PhnQ	Phun2		323	see Matt's DETS reports re MF-PhnQ vs MF-Phunoi
1291	Côông [Phunoi]	Phunoi	48	STC	pho	232	PHUNOI					
1293	Phön	Phön	44	JAM-GSTC	hpo	118	HPUN					
1294	Phön	Phön	44	RJL-DPTB	hpo	118	HPUN					
1295	Phön	Phön	44	STC	hpo	118	HPUN					
1296	Phön (Megyaw)	Phön (Megyaw)	44	STC	hpo	118	HPUN					
1297	Phön (Samong)	Phön (Samong)	44	STC	hpo	118	HPUN					
1299	Hani (Pijo)	P	48	ILH-PL	byo	112	HANI (BIYUE)	ILH-PL	Hani1		132	
1301	Puiron	Puiron	64	GEM-CNL	nbu	233	PUIRON	WM-Cha	Puir1		325	dialect of Rongmei
1302	Puiron	Poeron	64	RJL-DPTB	nbu	233	PUIRON					if not Inpui [nkf], then might be Rongmei [nbu]
1303	Pumi	PM	34	RJL-DPTB	pmj	234	PUMI	JZ-Pumi				if not PMa or PMb, probably means both dialects, but form matches TBL: Pumi (Lanping)
1304	Pumi (Qinghua)	PMjh	34	JZ-Pumi	pmj	234	PUMI Q	JZ-Pumi	Pumi1		326	箐花
1305	Pumi (Qinghua)	PMa	34	RJL-DPTB	pmj	234	PUMI Q	JZ-Pumi				
1306	Pumi (Qinghua)	Pumi.Qinghua11	34	ZMYYC	pmj	234	PUMI Q	ZMYYC	Pumi1		326	
1307	Pumi (Taoba)	PMtb	34	JZ-Pumi	pmi	235	PUMI T	JZ-Pumi	Pumi2		328	
1308	Pumi (Taoba)	PMb	34	RJL-DPTB	pmi	235	PUMI T	JZ-Pumi				
1309	Pumi (Taoba)	Pumi.Taoba10	34	ZMYYC	pmi	235	PUMI T	ZMYYC	Pumi2		328	
1310	Purik	Purik	24	STC	prx	302	TIBETAN (PURIK)					a variety of Balti
1311	Pwo	Pwo	50	RJL-DPTB		228	PWO					
1312	Pyen	Pyen	48	JAM-VSTB	pyy	355	!PYEN *	***				
1313	Pyu	Pyu	44	RJL-DPTB	pyx	236	!PYU *	***				
1314	Qiang	Ch'iang (Chang Kun)	34	STC	qxs	239	QIANG					Chang Kun: Southern Qiang dialects
1315	Qiang (ChiuTzuYing)	Ch	34	JAM-TSR		237	QIANG	(???)				dialect?
1316	Qiang (Mawo)	Mawo	34	JS-Mawo	cng	238	QIANG M	JZ-Qiang	QiaN1		330	
1317	Qiang (Mawo)	QQmw	34	JZ-Qiang	cng	238	QIANG M	JZ-Qiang	QiaN1		330	
1318	Qiang (Mawo)	MW	34	RJL-DPTB	cng	238	QIANG M	JZ-Qiang				
1319	Qiang (Mawo)	Mawo	34	SHK-MawoQ	cng	238	QIANG M	SHK-MawoQ				
1320	Qiang (Mawo)	Qiang.Mawo8	34	ZMYYC	cng	238	QIANG M		QiaN1		330	
1321	Qiang (Taoping)	QQtp	34	JZ-Qiang	qxs	239	QIANG T	JZ-Qiang	QiaS1		335	
1322	Qiang (Taoping)	TP	34	RJL-DPTB	qxs	239	QIANG T	JZ-Qiang				
1323	Qiang (Taoping)	Qiang.Taoping9	34	ZMYYC	qxs	239	QIANG T		QiaS1		335	
1324	Qiang (Yadu)	Qiang	34	DQ-Jingpho	cng	238	QIANG Y					
1325	Qiang (Yadu)	Yadu Qiang	34	DQ-QiangN	cng	238	QIANG Y	DQ-QiangN	QiaN2		333	Huang Chenglong
1326	Rabha	Rabha	82	STC	rah	356	RABHA *					
1327	Rai	Rai	77	RJL-DPTB		241	RAI	STC				
1328	Rai	Rai	77	STC		241	RAI					
1329	Rangkhol	Rangkhol	70	ACST	hra	242	RANGKHOL					
1330	Rangkhol	Rangkhol	70	JAM-GSTC	hra	242	RANGKHOL					
1331	Rangkhol	Rangkhol	70	STC	hra	242	RANGKHOL					
1333	Anong (Rawang)	Rawang	38	RJL-DPTB	raw	220	NUNG	MOR1963				
1335	Rengma	Rengma	65	GEM-CNL	nre	244	RENGMA	GEM-Reng	Reng1		338	
1336	Rengma	Rengma Naga	65	STC	nre	244	RENGMA					
1337	Rengma (Northern)	N.Reng	65	AW-TBT	nnl	245	RENGMA (NORTHERN)?	AW-TBT				
1338	Rengma (Southern)	S.Reng	65	AW-TBT	nre	246	RENGMA (SOUTHERN)	AW-TBT				
1339	rGyalrong	Jy	78	JAM-Ety	jya	110	GYARONG					
1340	rGyalrong	rGyarong12	78	ZMYYC	jya	110	GYARONG	ZMYYC	Gyar2		123	
1341	Riang	Riang	80	GHL-PPB	ria	145	RIANG					
1343	Rodong	Rodong	76	ACST	rab	73	CHAMLING					
1344	Rodong	Rodong	76	STC	rab	73	CHAMLING	old sources				
1345	Rokhung	Rokh	29	AW-TBT		247	ROKHUNG					
1346	Rongmei / Nruanghmei	Rong	64	AW-TBT	nbu	248	RONGMEI	AW-TBT				
1347	Rongmei / Nruanghmei	Nruanghmei	64	GEM-CNL	nbu	248	RONGMEI	GEM-Nruan	Rong2		340	
1348	Rongmei / Nruanghmei	Rongmei	64	JAM-Rong	nbu	248	RONGMEI					
1349	Ruga	Ruga	82	STC	ruh	357	RUGA *					
1350	Rumdali	Rum	30	AW-TBT	bhj	48	RUMDALI	AW-TBT				
1351	Rungchangbung	Rungchang-bung	31	ACST	bap	55	RUNGCHANGBUNG					
1352	Sak	Sak	40	JAM-Ety	ckh	250	SAK					
1353	"Kadu (""Sak"")"	Sak	40	LL-CS	zkd	250	KADU					
1354	Sak (Bawtala)	Sak (B)	40	GHL-PPB	ckh	250	SAK					
1355	Sak (Dodem)	Sak (D)	40	GHL-PPB	ckh	250	SAK					
1356	Sakka Trokpa	Sak-Tro	24	AW-TBT		251	SAKKA TROKPA	AW-TBT				dissimilar to both Khams and Amdo
1357	Samong	Samong	44	STC	hpo	118	HPUN					
1358	Sampang	Samp	77	AW-TBT	rav	252	SAMPANG	AW-TBT				
1359	Sampang	Sangpang	77	RJL-DPTB	rav	252	SAMPANG					
1360	Sampang	Sangpang	77	STC	rav	252	SAMPANG					
1361	Sangkong	Sangkong	48	JAM-II	sgk	253	SANGKONG					
1362	Sangkong	Sangkong	48	LYS-Sangkon	sgk	253	SANGKONG	LYS-Sangkon	Sang1		344	Error corr.; this source was orig. called LY-Sangkong
1363	Sangtam	Sang	63	AW-TBT	nsa	254	SANGTAM	AW-TBT				
1364	Sangtam	Sangtam	63	GEM-CNL	nsa	254	SANGTAM	GEM-Sang	Sang2		345	
1365	Sani [Nyi]	SaniYi	47	MXL-SaniQ	ysn	222	NYI	MXL-SaniQ			312	
