lgid	name	abbr	grpid	source	iso	lgcode	sort	srcofdata	picode	pinotes	pi_page	notes
2034	Maring	Maring	11	BRO1837	nng	183	MARING	BRO1837				langid 6 in DRM db
2035	Khoibu	Khoibu	8	BRO1837	nkb	140	KHOIBU	BRO1837				langid 7 in DRM db; GEM-CNL says this is a dialect of Maring
2036	Rongmei / Nruanghmei	Kapwi	64	BRO1837	nbu	248	RONGMEI	BRO1837				langid 8 in DRM db; Inpui Naga [nkf] ??
2037	*Northern Naga	PNN	12	JAM-HPTB		18	*NAGA (NORTHERN)	WTF-PNN				
2038	*Karen	PK	50	TL-PK		11	*KAREN	TL-PK				
2039	*Karen [Burling]	RB	50	TL-PK		11	*KAREN	RB-PKR				from Burling 1969
2040	Pa-O (Northern)	N.PO	50	TL-PK	blk	223	PA-O					
2041	Pa-O (Southern)	S.PO	50	TL-PK	blk	223	PA-O					
2042	Kayan	KN	50	TL-PK	pdu	133	KAYAN					
2043	Kayah	KH	50	TL-PK		130	KAYAH					
2044	Bwe	BW	50	TL-PK	bwe	70	BWE	EJAH-BKD				from Henderson
2045	Kayaw	KW	50	TL-PK	kvl	186	KAYAW					
2046	Sgaw (Northern)	N.SG	50	TL-PK	ksw	257	SGAW					variety is unclear
2047	Sgaw (Southern)	S.SG	50	TL-PK	ksw	257	SGAW					variety is unclear
2048	Pwo (Northern)	N.PW	50	TL-PK	pww	374	PHO (NORTHERN)					
2049	Pwo (Southern)	S.PW	50	TL-PK		228	PWO					variety is unclear
2050	*Karen (Northern)	PNK	50	TL-PK		387	*KAREN (NORTHERN)					see src notes
2051	*Karen (Central)	PCK	50	TL-PK		386	*KAREN (CENTRAL)					see src notes
2052	*Karen (Southern)	PSK	50	TL-PK		385	*KAREN (SOUTHERN)					see src notes
2053	Lahu (Yellow)	YL	47	JAM-DL	lhi	154	LAHU Y					
2054	Lahu (Red)	RL	46	JAM-DL		379	LAHU					
2055	Lahu (Yellow)	YL	47	JAM-PC	lhi	154	LAHU Y					
2056	Lahu (Red)	RL	46	JAM-PC		379	LAHU					
2057	Xumi (Upper)	Upper Xumi	34	KC-UXW	sxg	261	XUMI	KC-UXW				"distinct from ""Lower Xumi"""
2059	Chinese (Old)	OC	53	GHC-RCC	och	78	CHINESE (OLD)					
2060	Tibetan (Written)	WT	24	GHC-RCC	xct	307	TIBETAN (WRITTEN)					
2061	Burmese (Written)	WB	44	GHC-RCC		69	BURMESE (WRITTEN)					
2062	Phu Kha	Phu Kha	75	RF-PK	phh	375	PHU KHA					
2063	Laghuu	Xa Pho	75	RF-PK	lgh	376	LAGHUU					
2064	*Bodo-Garo	Proto-Bodo	16	RB-PB		8	*BODO-GARO	RB-PB				
2065	*Koch	Proto-Koch	82	RB-PB		316	*KOCH	RB-PB				
2066	*Garo-Kachari	Proto-Garo-Kachari	16	RB-PB		394	*GARO-KACHARI	RB-PB				
2067	Daai	Daai	69	HSH-DCN	dao	325	DAAI					
2068	*Kiranti	PK	29	JRO-Tilung		144	*KIRANTI					
2069	Pa-O	Pa-O	50	JAM-HPTB	blk	223	PA-O	D. Solnit				
2070	Pwo	Pwo	50	JAM-HPTB	pwo	228	PWO	D. Solnit				
2071	Sgaw	Sgaw	50	JAM-HPTB	ksw	257	SGAW	D. Solnit				
2072	Kayah Li	EKayah	50	JAM-HPTB	eky	130	KAYAH	D. Solnit				
2073	Kayaw	KW	50	JAM-HPTB	kvl	186	KAYAW	D. Solnit				
2074	Blimaw	Blimaw	50	JAM-HPTB		395	BLIMAW	D. Solnit				=Bwe?
2075	Kokborok	Kokborok	80	JAM-HPTB	trp	145	KOKBOROK					
2076	Meithei	Meithei	13	JAM-HPTB	mni	187	MEITHEI					
2077	Tibetan (Written)	WT	24	GHC-OCP	xct	307	TIBETAN (WRITTEN)					
2078	Chinese (Old)	OC	53	GHC-OCP	och	78	CHINESE (OLD)					
2079	Lai (Hakha)	Lai	70	JAM-HPTB	cnh	156	LAI	KVB??				
2080	Lushai [Mizo]	Mizo	70	JAM-HPTB	lus	175	LUSHAI	KVB				
2081	Kulung	Kulung	76	STC	kle	149	KULUNG					
2082	Tibetan (Balti)	Balti	24	STC	bft	295	TIBETAN (BALTI)					
2083	Tibetan (Written)	Tibetan (Wr)	24	JAM-HPTB	xct	307	TIBETAN (WRITTEN)					
2084	Tamang (Risiangku)	Tamang (Ris)	23	MM-PC	taj	270	TAMANG R	Personal communication				
2085	Tamang (Sahu)	Tamang Sahu	23	MM-PC	tdg	271	TAMANG S	Personal communication				
2086	Chantyal	ChanQ	23	MM-PC	chx	75	CHANTYAL	Personal communication				
2087	Manang	Manang	23	MM-PC	nmm	177	MANANG	Personal communication				
2088	Nepali	Nep	62	MM-PC	nep	211	NEPALI	Personal communication				
2092	Tagin	Tagin	73	JAM-HPTB	tgj	266	TAGIN	?				
2093	Khaling	Khaling	77	JAM-HPTB	klr	131	KHALING	?				
2094	Luquan	Lu-Ch'üan	46	JAM-Quo		174	LUQUAN	JW-LC				
2095	Bokar	Bokar Adi	73	JAM-HPTB	adi	63	BOKAR	?				
2097	Chairel	Chairel	40	JAM-HPTB		72	CHAIREL	?				
2098	Lahu (Black)	Lh	47	JAM-HPTB	lhu	152	LAHU B					
2099	Burmese (Written)	WB	44	JAM-HPTB		69	BURMESE (WRITTEN)					
2101	Chinese (Old)	OC	53	JAM-HPTB	och	78	CHINESE (OLD)					only JAM reconstructions (not GSR)
2104	rGyalrong (Aba Kehe Shuiricun)	01kehe	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2108	Byangsi	Byangsi	20	SRS-TBLUP		71	BYANGSI					
2109	Chaudangsi	Chaudangsi	20	SK-TBLUP		339	CHAUDANGSI					
2110	Darma	Darma	20	SK-TBLUP		399	DARMA					
2112	Raji	Raji	20	SK-TBLUP	rji	400	RAJI					
2113	Rongpo	Rongpo	20	SRS-TBLUP		401	RONGPO					
2116	Jingpho	Jingpho	37	JAM-HPTB	kac	123	JINGPHO	?				
2117	Tangkhul	Tangkhul	66	JAM-HPTB	nmf	274	TANGKHUL	?				
2118	Chinese (Middle)	Chinese	54	JAM-GSTC		81	CHINESE (MIDDLE)	GSR				
2119	rGyalrong (Aba Rongan Menggucun)	02rong	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2120	rGyalrong (Baoxing Qiaoqi Leilecun Duoguozu)	03leil	78	YN-RGLD	jya	398	GYARONG					Contributor: Satoko Shirai
2121	rGyalrong (Baoxing Qiaoqi Yuojie)	04yuoj	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2122	rGyalrong (Ganzi Danba Badi Munashan)	06muna	78	YN-RGLD	jya	398	GYARONG					Contributor: Hiroyuki Suzuki
2123	rGyalrong (Ganzi Danba Badi Qiongshan)	07qion	78	YN-RGLD	jya	398	GYARONG					Contributor: Hiroyuki Suzuki
2124	rGyalrong (Ganzi Danba Badi)	05badi	78	YN-RGLD	jya	398	GYARONG					Contributors: Tshe-dbang sGrol-ma (wordlist) & Steve Penner (tones)
2125	rGyalrong (Ganzi Danba Banshanmen)	08bans	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2126	Anong	Anong	38	JAM-HPTB	nun	220	NUNG	?				
2128	Lakher [Mara]	Lakher	71	JAM-HPTB	mrh	159	LAKHER	?				
2129	Khaling	Khaling	77	JAM-LITB	klr	131	KHALING					
2130	rGyalrong (Ganzi Danba Bawang)	09bawa	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2131	rGyalrong (Ganzi Danba Bianer)	10bian	78	YN-RGLD	jya	398	GYRAONG					Contributor: Tshe-dbang sGrol-ma
2132	rGyalrong (Ganzi Danba Dandong)	11dand	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2133	rGyalrong (Ganzi Danba Dasang)	12dasa	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2134	rGyalrong (Ganzi Danba Niega Jiaju)	14nieg	78	YN-RGLD	jya	398	GYARONG					Contributor: Royce Flamming
2135	rGyalrong (Ganzi Danba Taipingqiao)	15taip	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2136	rGyalrong (Ganzi Daofu Jiasikong kharjiacun)	16jias	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2137	rGyalrong (Ganzi Daofu Kongse Xiaoguoqiaocun)	17kong	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2138	rGyalrong (Ganzi Daofu Xianshuizhen)	18xian	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2139	rGyalrong (Ganzi Seda Geletuo Naoluocun)	19gele	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2140	rGyalrong (Heishui Luhua)	21luhu	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2141	rGyalrong (Heishui Shashiduo)	22shas	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2142	rGyalrong (Heishui Shashiduo Muchang)	23much	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2143	rGyalrong (Hongyuan Rangkou Jiadang)	24rang	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2144	rGyalrong (Hongyuan Shuajinsi Selong)	25shua	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2145	rGyalrong (Jinchuan Cengda)	26ceng	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2146	rGyalrong (Jinchuan Dusong)	27duso	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2147	rGyalrong (Jinchuan Erkai)	28erka	78	YN-RGLD	jya	398	GYARONG					Contributor:                Jesse Gates
2148	rGyalrong (Jinchuan Guaninqiao Wobzi)	30wobz	78	YN-RGLD	jya	398	GYARONG					Contributor: Lai Yunfan
2149	rGyalrong (Jinchuan Hedong)	31hedo	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2150	rGyalrong (Jinchuan Jimu Zhouchan)	32jimu	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2151	rGyalrong (Jinchuan Kalajiao)	33kala	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2152	rGyalrong (Jinchuan Maerbang)	34jima	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2153	rGyalrong (Jinchuan Manai Genza)	35mana	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2154	rGyalrong (Jinchuan Maori Maori)	36maor	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2155	rGyalrong (Jinchuan Sawajiao)	37sawa	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2156	rGyalrong (Jinchuan Taiyanghe)	38taiy	78	YN-RGLD	jya	398	GYARONG					Contributors: Steve Penner & Tshe-dbang sGrol-ma
2157	rGyalrong (Jinchuan Wanlin Xilizhai)	39wanl	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2158	rGyalrong (Lixian Ganbao)	40ganb	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2159	rGyalrong (Lixian Guergou)	41guer	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2160	rGyalrong (Lixian Jiabi)	42jiab	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2161	rGyalrong (Lixian Miyalo)	43miya	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2162	rGyalrong (Lixian Putou)	44puto	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2163	rGyalrong (Lixian Shangmeng Rajipu)	45shan	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2164	rGyalrong (Lixian Xiameng Xiaogoucun)	46xiam	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2165	rGyalrong (Lixian Xinglong Kechun)	47kech	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2166	rGyalrong (Lixian Xuecheng Jiamizhai)	48jiem	78	YN-RGLD	jya	398	GYARONG					Contributor: Jiang Ying
2167	rGyalrong (Maerkang Baiwan Muerji)	49baiw	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2168	rGyalrong (Maerkang Benzhen Yingbolo)	50benz	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2169	rGyalrong (Maerkang Bola (A))	51bola	78	YN-RGLD	jya	398	GYARONG					Contributor: Satoko Shirai
2170	rGyalrong (Maerkang Bola (B))	52bolb	78	YN-RGLD	jya	398	GYARONG					Contributor: Yasuhiko Nagano
2171	rGyalrong (Maerkang Bola (C))	53bolc	78	YN-RGLD	jya	398	GYARONG					Contributor: Satoko Shirai
2172	rGyalrong (Maerkang Caodeng (A))	54caoa	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2173	rGyalrong (Maerkang Caodeng (B))	55caob	78	YN-RGLD	jya	398	GYARONG					Contributor: Yasuhiko Nagano
2174	rGyalrong (Maerkang Dangba Geerda)	56dang	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2175	rGyalrong (Maerkang Dazang)	57daza	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2176	rGyalrong (Maerkang Japhug Shaerzong (A))	58shaa	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2177	rGyalrong (Maerkang Japhug Shaerzong (B))	59shab	78	YN-RGLD	jya	398	GYARONG					Contributor: Guillaume Jacques
2178	rGyalrong (Maerkang Jiamuzu Konglong)	60jiam	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2179	Zhangzhung	Zh.	22	JAM-Zhang	xzh	396	ZHANGZHUNG					
2180	rGyalrong (Maerkang Kangshan)	61kang	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2181	rGyalrong (Maerkang Longerjia)	62long	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2182	rGyalrong (Maerkang Ribu)	64ribu	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2183	rGyalrong (Maerkang Soman Seermi)	66seer	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2184	rGyalrong (Maerkang Soman)	65soma	78	YN-RGLD	jya	398	GYARONG					Contributor: Gyamtsho
2185	rGyalrong (Maerkang Songgang Zhibo)	67song	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2186	rGyalrong (Maerkang Zhuokeji Xisuo)	68zhuo	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2187	rGyalrong (Queyu Gala)	69quey	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2188	rGyalrong (Rangtang Puxi siyaowucun)	70siya	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2189	rGyalrong (Rangtang Puxicun)	71puxi	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2190	rGyalrong (Rangtang Shili Erguowucun)	72shil	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2191	rGyalrong (Rangtang Zongke)	73zong	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2192	rGyalrong (Xiaojin Bajiao)	74baji	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2193	rGyalrong (Xiaojin Dawei)	75dawe	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2194	rGyalrong (Xiaojin Fubian)	76fubi	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2195	rGyalrong (Xiaojin Hanniu)	77hann	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2196	rGyalrong (Xiaojin Jiesi)	78jies	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2197	rGyalrong (Xiaojin Mupo)	79mupo	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2198	rGyalrong (Xiaojin Rilong)	80rilo	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2199	rGyalrong (Xiaojin Xingge)	81xing	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2200	rGyalrong (Xiaojin Zhailong)	82zhai	78	YN-RGLD	jya	398	GYARONG					Contributor: Tshe-dbang sGrol-ma
2201	Ganzi Danba Geshenzha	13gesh	78	YN-RGLD		397	GESHENZHA					Contributor: Tshe-dbang sGrol-ma
2202	Nyagrong Minyag (Ganzi Xinlong)	20xinl	35	YN-RGLD		402	GYARONGIC					Contributor: Hiroyuki Suzuki
2203	Lavrung (Jinchuan Guaninqiao)	29guan	35	YN-RGLD	jiq	403	LAVRUNG					Contributor: Guillaume Jacques
2204	Lavrung (Maerkang Muerzong)	63muer	35	YN-RGLD	jiq	403	LAVRUNG					Contributor: Tshe-dbang sGrol-ma
2205	Sangtam	Sangtam	63	BBK-Sangtam	nsa	254	SANGTAM					
2206	Yimchungrü	Yimchungrü	63	BBK-Yim	yim	333	YIMCHUNGER					
2207	Chinese (Hanzi)	Hanzi	52	WHBLS-2011		405	CHINESE					traditional characters
2208	Chinese (Mandarin)	pinyin	55	WHBLS-2011	cmn	80	CHINESE (MANDARIN)					
2209	Chinese (Middle)	MC	54	WHBLS-2011		81	CHINESE (MIDDLE)					
2210	Chinese (Old)	OC	53	WHBLS-2011	och	78	CHINESE (OLD)					
2211	Chinese (GSR #)	GSR	52	WHBLS-2011	och	404	CHINESE (OLD/MID)					
2212	Nung	Nung	38	JAM-HPTB		220	NUNG	TBL?				
2213	Limbu	Limbu	31	JAM-HPTB	lif	166	LIMBU	?				
2214	Kaman [Miju]	Geman	6	JAM-HPTB	mxj	107	GEMAN	?				
2215	Lalo	Lalo	46	JAM-HPTB	ywt	160	LALO	?				
2216	Meithei	Meithei	13	SLC-GM	mni	187	MEITHEI					
2217	Japanese	Japanese	57	YN-RGLD	jpn	406	JAPANESE					in Japanese writing system
2218	Chinese (Hanzi)	Chinese	52	YN-RGLD		405	CHINESE					simplified characters
2219	Tibetan (Script)	Tibetan	24	YN-RGLD	xct	407	TIBETAN (SCRIPT)					
2220	Lotha Naga	Lotha	63	LLC-ALV	njh	172	LOTHA NAGA	LLC-ALV				
2221	Akha	Akha	48	JAM-HPTB	ahk	35	AKHA	ILH-PL?				
2222	Rawang (Mvtwang)	Rawang	38	RJL-RT	raw	220	NUNG					
2223	Jingpho (Hkauri)	Jinghpaw (Hkauri)	37	JAM-VSTB	kac	123	JINGPHO HK					
2224	Ao (Mongsen: Mangmetong)	Mangmetong	63	TT-PC	njo	42	AO MONGSEN M					
2225	Ao (Mongsen: Khensa)	Mo	63	DWB-PCN	njo	42	AO MONGSEN KH					consultant: Akum Longchar
2226	Ao (Chungli)	Ch	63	DWB-PCN	njo	41	AO CHONGLI					consultants included Akum Longchar
2227	Chinese (Old)	Old Chin	53	BK-AD	och	78	CHINESE (OLD)					
2228	*Ao	PAo	63	DWB-PCN		408	*PAO					
2229	*Central Naga	PCN	63	DWB-PCN		409	*CENTRAL NAGA					
2230	Pumi (Dayang)	Pumi Dayang	34	JAM-HPTB		410	PUMI D	?				
2231	Lotha Naga	Lotha	63	DWB-PCN	njh	172	LOTHA					consultant: Mhalo Kikon
2232	Sangkong	Sangkong	48	JAM-HPTB	sgk	253	SANGKONG	?				
2236	Tangut [Xixia]	Xixia	33	JAM-HPTB	txg	278	TANGUT	GHC-XCS				
2237	Tibetan (Spoken)	TibSpoken	24	HAJ-TED	bod	301	TIBETAN (SPOKEN)					
2238	Chinese (Hanzi)	Hanzi	52	JAM-HPTB		405	CHINESE					traditional characters
2239	Luquan	Luquan	46	JAM-HPTB		174	LUQUAN	MXL-Lolo?				
2240	Dimasa	Dimasa	80	JAM-HPTB	dis	96	DIMASA					
2241	Cho (Mindat)	Cho	69	JAM-HPTB	mwq	77	CHO					
2242	Tibetan (Written)	WT	24	JAM-TSR	xct	307	TIBETAN (WRITTEN)					
2243	*Burmese	*Burmish	44	JAM-HPTB		9	*BURMESE					
2244	Digaro	Digaro	6	JAM-HPTB	mhu	95	DIGARO					
2245	Ao (Chungli)	Ch	63	DWB-CNSD	njo	41	AO CHONGLI					consultants included Akum Longchar; supplements DWB-PCN
2246	Ao (Mongsen: Khensa)	Mo	63	DWB-CNSD	njo	42	AO MONGSEN KH					consultant: Akum Longchar; supplements DWB-PCN
2247	Lotha Naga	Lotha	63	DWB-CNSD	njh	172	LOTHA					consultant: Mhalo Kikon; supplements DWB-PCN
2248	Aka [Hruso]	Aka	4	JAM-STN	hru	34	AKA					
2249	Pattani [Manchati]	Manchati	20	JAM-GSTC	lae	227	PATTANI					
2250	Côông [Phunoi]	Phunoi	48	JAM-HPTB	pho	232	PHUNOI					
2251	Nishi [Dafla]	Dafla	73	JAM-HPTB	njz	215	NISHI					
2252	Côông [Phunoi]	Phunoi	48	JAM-DL	pho	232	PHUNOI					
2253	Maru [Langsu]	Maru	44	JAM-HPTB	mhx	184	MARU					
2254	Burmese (Inscriptional)	OB	44	STC	obr	69	BURMESE (WRITTEN)					
2255	Gazhuo	Gazhuo	46	JAM-WI	kaf	105	GAZHUO					
2256	Hani (Lüchun)	Hani (Lüchun)	48	JAM-WI	enu	113	HANI (LUCHUN)					
2257	Burmese (Written)	WB	44	KVB-PKC		69	BURMESE (WRITTEN)					
2258	Kadu	LB-Cak	40	JAM-RGPJ	zkd	126	KADU					
2259	Ganan	Ganan	40	JAM-RGPJ	zkn	103	GANAN					
2260	Sak	Sak	40	JAM-RGPJ	ckh	250	SAK					
2261	Lamkang	Lamkang	72	DAP-KCD	lmk	162	LAMKANG					
2262	K'cho	K'cho	72	DAP-KCD	 mw	411	K'CHO					
2263	Tarao	Tarao	72	DAP-KCD	tro	412	TARAO					
2264	Laizo	Laizo	70	DAP-KCD	cfm	158	LAIZO					
2265	Bawm	Bawm	70	DAP-KCD	bgr	158	LAIZO					
2266	Lakher [Mara]	Mara	71	DAP-KCD	mrh	159	LAKHER					
2267	Lai (Hakha)	Hakha Lai	70	DAP-KCD	cnh	156	LAI					
2268	*Asakian	PAsak	40	HK-Sak		413	*ASAKIAN					
2269	*Asakian	PAsak	40	HK-TRPL		413	*ASAKIAN					
2270	Kadu	Kadu	40	HK-TRPL	zkd	126	KADU					
2271	Ganan	Ganan	40	HK-TRPL	zkn	103	GANAN					
2272	Sengmai	Sngm	40	HK-TRPL	kdv	256	SENGMAI					
2273	Bola	Bola	44	JAM-HPTB	bxd	64	BOLA					
